Sujet Age Gender Blind Block Essai Structure Nombre_X Identifiable Colored_dots Couleur_cible Couleur_filler Nombre_caseN Couleurcible_caseN Nombre_caseS Couleurcible_caseS Nombre_caseE Couleurcible_caseE Nombre_caseO Couleurcible_caseO Distance Expected_value Condition Response Response_time
Ka 25 F N 2 98 less-than 8 NA 8 green red 2 1 1 0 4 1 2 1 0 FALSE Equal 0 5234
Ka 25 F N 2 99 less-than 6 NA 4 green yellow 1 0 3 0 4 1 1 0 -2 TRUE Inferior 100 2211
Ka 25 F N 2 100 more-than 6 NA 5 red green 5 1 2 0 1 0 1 0 -1 FALSE Inferior 0 2257
Ka 25 F N 2 101 less-than 7 NA 10 blue black 4 0 1 0 5 1 5 1 3 FALSE Superior 0 4850
Ka 25 F N 2 102 no-more-than 7 NA 5 red black 5 0 5 1 4 0 1 0 -2 TRUE Inferior 100 2191
Ka 25 F N 2 103 more-than 7 NA 4 green black 4 1 1 0 5 0 5 0 -3 FALSE Inferior 0 2074
Ka 25 F N 2 104 no-less-than 6 NA 7 blue black 2 1 5 0 1 1 4 1 1 TRUE Superior 100 5683
Ka 25 F N 2 105 less-than 8 NA 9 green blue 3 1 3 0 6 1 2 0 1 FALSE Superior 0 4264
Ka 25 F N 2 106 no-more-than 6 NA 9 green red 4 1 3 1 2 1 4 0 3 FALSE Superior 0 9231
Ka 25 F N 2 107 no-less-than 7 NA 7 red black 4 1 4 0 6 0 3 1 0 TRUE Equal 100 4430
Ka 25 F N 2 108 less-than 8 NA 5 blue yellow 3 0 6 0 4 0 5 1 -3 TRUE Inferior 100 5717
Ka 25 F N 2 109 no-less-than 7 NA 4 green black 2 0 4 1 6 0 6 0 -3 FALSE Inferior 0 6822
Ka 25 F N 2 110 no-more-than 6 NA 3 green yellow 3 1 2 0 5 0 5 0 -3 TRUE Inferior 100 2292
Ka 25 F N 2 111 less-than 8 NA 11 red yellow 4 1 6 1 4 0 1 1 3 FALSE Superior 0 5851
Ka 25 F N 2 112 no-less-than 6 NA 3 blue black 2 0 5 0 3 1 4 0 -3 FALSE Inferior 0 2125
Ka 25 F N 2 113 more-than 8 NA 7 blue red 5 1 4 0 1 0 2 1 -1 FALSE Inferior 0 3460
Ka 25 F N 2 114 less-than 8 NA 7 blue yellow 1 1 5 1 1 1 5 0 -1 TRUE Inferior 100 6468
Ka 25 F N 2 115 less-than 6 NA 9 red green 3 1 3 1 3 1 6 0 3 FALSE Superior 0 2124
Ka 25 F N 2 116 exactly 6 NA 8 red yellow 2 1 2 1 4 1 2 0 2 ? Superior 0 2892
Ka 25 F N 2 117 no-more-than 8 NA 9 blue yellow 3 1 1 0 3 1 3 1 1 FALSE Superior 0 4347
Ka 25 F N 2 118 exactly 8 NA 9 red yellow 5 0 6 1 6 0 3 1 1 ? Superior 0 3493
Ka 25 F N 2 119 no-more-than 7 NA 8 green black 5 1 3 1 5 0 1 0 1 FALSE Superior 0 4130
Ka 25 F N 2 120 no-more-than 7 NA 9 red yellow 3 1 5 0 2 1 4 1 2 FALSE Superior 0 9931
Ka 25 F N 3 1 only2 6 NA 8 blue red 2 1 2 0 2 1 4 1 2 FALSE Superior 0 5331
Ka 25 F N 3 2 only2 6 NA 6 blue yellow 2 0 5 1 3 0 1 1 0 TRUE Equal 100 2525
Ka 25 F N 3 3 only1 8 NA 8 red green 2 1 5 0 6 1 4 0 0 TRUE Equal 100 3131
Ka 25 F N 3 4 only2 8 NA 11 green black 4 0 5 0 6 1 5 1 3 FALSE Superior 0 4282
Ka 25 F N 3 5 only2 6 NA 9 blue black 4 1 6 0 2 0 5 1 3 FALSE Superior 0 2927
Ka 25 F N 3 6 only2 8 NA 8 blue red 6 1 1 0 3 0 2 1 0 TRUE Equal 100 2961
Ka 25 F N 3 7 only1 7 NA 10 blue green 5 1 4 0 5 1 2 0 3 FALSE Superior 0 1840
Ka 25 F N 3 8 only1 6 NA 6 red yellow 4 1 1 0 1 1 1 1 0 TRUE Equal 100 1925
Ka 25 F N 3 9 only1 6 NA 6 red yellow 4 0 2 1 2 1 2 1 0 TRUE Equal 100 2321
Ka 25 F N 3 10 only1 6 NA 8 red blue 2 1 4 0 6 1 6 0 2 FALSE Superior 0 1619
Ka 25 F N 3 11 only2 7 NA 7 blue black 5 1 4 0 1 1 1 1 0 TRUE Equal 100 2724
Ka 25 F N 3 12 only2 8 NA 9 blue red 3 0 5 1 2 1 2 1 1 FALSE Superior 0 4747
Ka 25 F N 3 13 only2 7 NA 7 red black 5 0 1 1 6 0 6 1 0 TRUE Equal 100 4299
Ka 25 F N 3 14 only1 8 NA 10 blue black 5 0 5 1 5 1 1 0 2 FALSE Superior 0 1757
Ka 25 F N 3 15 only2 7 NA 10 blue black 4 1 6 1 2 0 1 0 3 FALSE Superior 0 4700
Ka 25 F N 3 16 only2 6 NA 6 red yellow 1 0 5 0 1 1 5 1 0 TRUE Equal 100 6720
Ka 25 F N 3 17 only2 7 NA 9 red green 3 1 3 1 3 1 2 0 2 FALSE Superior 0 2976
Ka 25 F N 3 18 only1 7 NA 7 red yellow 5 1 5 0 1 1 1 1 0 TRUE Equal 100 6973
Ka 25 F N 3 19 only1 6 NA 7 blue red 2 1 6 0 1 0 5 1 1 FALSE Superior 0 2643
Ka 25 F N 3 20 only1 8 NA 11 red green 4 0 3 1 4 1 4 1 3 FALSE Superior 0 2727
Ka 25 F N 3 21 only1 8 NA 8 blue green 5 1 4 0 6 0 3 1 0 TRUE Equal 100 2793
Ka 25 F N 3 22 only2 7 NA 7 green red 2 0 1 0 6 1 1 1 0 TRUE Equal 100 3713
Ka 25 F N 3 23 only2 6 NA 6 red yellow 2 0 1 1 2 0 5 1 0 TRUE Equal 100 2943
Ka 25 F N 3 24 only1 8 NA 8 red black 1 0 1 0 2 1 6 1 0 TRUE Equal 100 3562
Ka 25 F N 3 25 only2 6 NA 7 red green 6 0 1 0 4 1 3 1 1 FALSE Superior 0 3679
Ka 25 F N 3 26 only2 8 NA 10 green red 1 0 4 1 2 1 4 1 2 FALSE Superior 0 3144
Ka 25 F N 3 27 only1 6 NA 9 blue red 4 1 1 0 5 1 2 0 3 FALSE Superior 0 3464
Ka 25 F N 3 28 only2 7 NA 8 red black 2 0 5 1 3 1 4 0 1 FALSE Superior 0 4450
Ka 25 F N 3 29 only1 7 NA 8 red blue 4 1 2 0 4 1 2 0 1 FALSE Superior 0 2858
Ka 25 F N 3 30 only1 8 NA 9 green red 1 0 4 1 3 1 2 1 1 FALSE Superior 0 7291
Ka 25 F N 3 31 only2 8 NA 8 red black 3 1 2 1 2 0 3 1 0 TRUE Equal 100 3644
Ka 25 F N 3 32 only1 7 NA 7 green blue 2 1 2 0 3 1 2 1 0 TRUE Equal 100 5768
Ka 25 F N 3 33 only2 8 NA 8 red blue 1 0 6 1 5 0 2 1 0 TRUE Equal 100 3260
Ka 25 F N 3 34 only1 6 NA 6 red blue 1 1 6 0 1 1 4 1 0 TRUE Equal 100 5567
Ka 25 F N 3 35 only1 7 NA 9 green yellow 6 1 6 0 3 1 2 0 2 FALSE Superior 0 3462
Ka 25 F N 3 36 only1 7 NA 7 red blue 3 0 2 1 2 1 3 1 0 TRUE Equal 100 3878
