Sujet Age Gender Blind Block Essai Structure Numeral Group Colored_dots Couleur_cible Couleur_filler Nombre_caseN Couleurcible_caseN Nombre_caseS Couleurcible_caseS Nombre_caseE Couleurcible_caseE Nombre_caseO Couleurcible_caseO Distance Expected_value Condition Response Response_time
13 25 M N 1 1 no-less-than 4 NA 1 blue red 1 0 4 1 1 0 6 0 -3 FALSE Inferior 100 3832
13 25 M N 1 2 exactly 4 NA 4 red blue 2 1 1 1 4 0 1 1 0 TRUE Equal 100 3175
13 25 M N 1 3 exactly 6 NA 3 blue black 2 0 4 1 1 0 5 0 -3 FALSE Inferior 3.65535248042 2865
13 25 M N 1 4 no-more-than 5 NA 7 red green 4 1 6 0 2 1 1 1 2 FALSE Superior 100 6290
13 25 M N 1 5 no-less-than 6 NA 6 blue green 4 1 1 0 2 1 2 0 0 TRUE Equal 0.261096605744 3435
13 25 M N 1 6 no-less-than 5 NA 3 green red 3 0 6 0 5 1 3 0 -2 FALSE Inferior 0.261096605744 6634
13 25 M N 1 7 more-than 4 NA 3 green yellow 6 0 6 0 3 1 3 0 -1 FALSE Inferior 0 4173
13 25 M N 1 8 exactly 6 NA 5 red blue 3 0 1 0 4 1 4 0 -1 FALSE Inferior 0.522193211488 4160
13 25 M N 1 9 exactly 5 A 6 blue black 5 0 5 1 3 0 1 1 1 ? Superior 100 2725
13 25 M N 1 10 no-more-than 4 NA 7 blue black 1 1 3 1 3 1 4 0 3 FALSE Superior 3.65535248042 2899
13 25 M N 1 11 less-than 4 NA 2 red green 5 0 1 0 3 0 3 1 -2 TRUE Inferior 100 3700
13 25 M N 1 12 exactly 6 A 9 blue yellow 5 0 3 1 5 0 6 1 3 ? Superior 0 3763
13 25 M N 1 13 no-less-than 6 NA 8 green blue 2 0 3 1 1 0 5 1 2 TRUE Superior 2.87206266319 4020
13 25 M N 1 14 exactly 4 NA 4 blue red 2 0 2 1 4 0 2 1 0 TRUE Equal 100 3074
13 25 M N 1 15 no-more-than 4 NA 6 blue red 1 1 3 1 2 1 2 0 2 FALSE Superior 2.3498694517 3357
13 25 M N 1 16 exactly 5 NA 5 green blue 1 1 4 1 4 0 2 0 0 TRUE Equal 99.2167101828 2227
13 25 M N 1 17 no-more-than 6 NA 7 blue black 4 1 6 0 1 0 3 1 1 FALSE Superior 99.4778067885 3819
13 25 M N 1 18 more-than 5 NA 8 blue green 3 1 3 1 2 1 4 0 3 TRUE Superior 100 3939
13 25 M N 1 19 less-than 5 NA 5 blue black 3 1 2 1 5 0 5 0 0 FALSE Equal 1.56657963446 3716
13 25 M N 1 20 exactly 6 NA 9 blue red 5 0 5 1 4 1 1 0 3 ? Superior 5.48302872063 3154
13 25 M N 1 21 no-more-than 5 NA 6 red yellow 2 1 4 1 5 0 1 0 1 FALSE Superior 0 3269
13 25 M N 1 22 less-than 6 NA 5 green yellow 3 0 6 0 2 1 5 0 -1 TRUE Inferior 100 3898
13 25 M N 1 23 more-than 5 NA 3 green yellow 1 1 5 0 4 0 3 0 -2 FALSE Inferior 3.65535248042 3162
13 25 M N 1 24 no-less-than 5 NA 8 blue green 5 0 1 1 3 1 4 1 3 TRUE Superior 9.92167101828 3716
13 25 M N 1 25 no-less-than 6 NA 3 blue yellow 2 1 5 0 4 0 2 0 -3 FALSE Inferior 0 3411
13 25 M N 1 26 less-than 4 NA 5 red green 3 1 5 0 4 0 2 1 1 FALSE Superior 4.69973890339 2885
13 25 M N 1 27 exactly 4 A 5 blue yellow 4 1 1 1 5 0 5 0 1 ? Superior 2.3498694517 3961
13 25 M N 1 28 more-than 4 NA 5 green yellow 2 1 3 1 6 0 1 0 1 TRUE Superior 97.911227154 3283
13 25 M N 1 29 more-than 6 NA 9 blue green 2 1 2 1 5 1 6 0 3 TRUE Superior 100 2659
13 25 M N 1 30 more-than 6 NA 5 blue green 3 0 6 1 4 0 4 0 -1 FALSE Inferior 1.30548302872 2675
13 25 M N 1 31 less-than 4 NA 7 blue black 5 0 2 1 3 1 2 1 3 FALSE Superior 1.04438642298 2836
13 25 M N 1 32 no-less-than 6 NA 9 blue yellow 2 1 4 1 3 1 1 0 3 TRUE Superior 1.56657963446 4235
13 25 M N 1 33 exactly 6 NA 8 red blue 2 1 2 1 1 0 4 1 2 ? Superior 5.74412532637 2924
13 25 M N 1 34 exactly 5 NA 3 blue green 4 0 2 0 4 0 2 1 -2 FALSE Inferior 4.17754569191 3121
13 25 M N 1 35 no-less-than 5 NA 2 green black 3 0 4 0 6 0 4 1 -3 FALSE Inferior 1.56657963446 3254
13 25 M N 1 36 more-than 4 NA 7 green yellow 3 1 2 1 2 0 2 1 3 TRUE Superior 97.3890339426 4097
13 25 M N 1 37 exactly 5 NA 2 green blue 5 0 1 0 3 0 3 1 -3 FALSE Inferior 1.56657963446 4316
13 25 M N 1 38 more-than 4 NA 1 blue red 2 0 2 0 4 1 3 0 -3 FALSE Inferior 1.30548302872 3211
13 25 M N 1 39 exactly 5 A 5 red blue 4 0 6 0 4 0 5 1 0 TRUE Equal 97.3890339426 2338
13 25 M N 1 40 no-more-than 6 NA 8 red black 2 1 4 1 2 1 1 0 2 FALSE Superior 0 3620
13 25 M N 1 41 exactly 4 A 4 green yellow 4 0 1 0 4 1 3 0 0 TRUE Equal 95.0391644909 2618
13 25 M N 1 42 no-more-than 5 NA 3 blue yellow 2 1 2 0 2 0 3 0 -2 TRUE Inferior 5.22193211488 2682
13 25 M N 1 43 exactly 4 A 6 blue yellow 2 1 4 1 5 0 2 0 2 ? Superior 8.09399477807 2475
13 25 M N 1 44 less-than 5 NA 2 red yellow 2 1 4 0 2 0 4 0 -3 TRUE Inferior 97.911227154 3044
13 25 M N 1 45 no-more-than 6 NA 5 green black 2 1 1 0 5 0 1 0 -1 TRUE Inferior 1.04438642298 2500
13 25 M N 1 46 more-than 5 NA 2 blue black 1 0 1 1 1 0 6 0 -3 FALSE Inferior 100 3299
13 25 M N 1 47 no-less-than 5 NA 7 green black 2 1 2 1 3 1 2 0 2 TRUE Superior 1.04438642298 3377
13 25 M N 1 48 exactly 5 A 8 green yellow 5 1 3 1 5 0 5 0 3 ? Superior 0 3789
13 25 M N 1 49 less-than 6 NA 9 blue black 3 1 3 1 3 1 5 0 3 FALSE Superior 2.08877284595 3228
13 25 M N 1 50 exactly 5 NA 7 red blue 3 1 4 0 4 1 1 0 2 ? Superior 7.31070496084 2738
13 25 M N 1 51 exactly 5 NA 6 red yellow 2 1 5 0 2 1 2 1 1 ? Superior 4.17754569191 2427
13 25 M N 1 52 no-less-than 4 NA 3 blue red 4 1 6 0 5 0 4 0 -1 FALSE Inferior 9.39947780679 4420
13 25 M N 1 53 no-more-than 4 NA 5 blue black 3 0 1 1 1 1 3 1 1 FALSE Superior 8.8772845953 3520
13 25 M N 1 54 no-more-than 4 NA 2 blue yellow 6 0 4 1 6 0 1 0 -2 TRUE Inferior 1.82767624021 3967
13 25 M N 1 55 less-than 6 NA 4 red yellow 5 0 2 1 5 0 1 0 -2 TRUE Inferior 4.96083550914 2856
13 25 M N 1 56 no-more-than 5 NA 2 green red 4 0 3 0 5 0 5 1 -3 TRUE Inferior 97.1279373368 3227
13 25 M N 1 57 no-more-than 6 NA 4 red black 6 0 5 0 1 1 4 0 -2 TRUE Inferior 2.87206266319 2771
13 25 M N 1 58 no-more-than 4 NA 4 green blue 2 1 3 0 2 1 6 0 0 TRUE Equal 96.8668407311 3723
13 25 M N 1 59 more-than 6 NA 6 green black 5 0 2 1 4 0 4 1 0 FALSE Equal 98.6945169713 3915
13 25 M N 1 60 no-less-than 6 NA 7 green black 3 0 4 1 3 1 5 0 1 TRUE Superior 3.65535248042 4846
13 25 M N 1 61 exactly 4 NA 6 blue yellow 2 0 3 1 4 0 3 1 2 ? Superior 1.04438642298 3448
13 25 M N 1 62 more-than 5 NA 5 red blue 6 0 3 1 5 0 2 1 0 FALSE Equal 2.08877284595 3523
13 25 M N 1 63 no-less-than 4 NA 5 red yellow 2 1 1 1 1 0 2 1 1 TRUE Superior 8.09399477807 3973
13 25 M N 1 64 no-more-than 5 NA 8 green red 1 1 4 1 3 1 4 0 3 FALSE Superior 1.30548302872 2961
13 25 M N 1 65 no-more-than 4 NA 1 green black 4 0 5 1 2 0 4 0 -3 TRUE Inferior 2.61096605744 3187
13 25 M N 1 66 less-than 5 NA 3 red black 4 0 1 0 3 1 4 0 -2 TRUE Inferior 95.0391644909 4053
13 25 M N 1 67 no-less-than 4 NA 7 green red 6 0 3 1 3 1 1 1 3 TRUE Superior 4.17754569191 3058
13 25 M N 1 68 no-less-than 5 NA 4 green black 4 0 1 0 5 1 4 0 -1 FALSE Inferior 98.1723237598 5308
13 25 M N 1 69 exactly 6 NA 6 blue red 2 0 1 1 1 0 5 1 0 TRUE Equal 99.4778067885 2378
13 25 M N 1 70 exactly 6 A 8 red yellow 2 1 6 1 6 0 6 0 2 ? Superior 2.08877284595 1954
13 25 M N 1 71 exactly 5 A 7 blue black 5 1 2 1 4 0 5 0 2 ? Superior 4.17754569191 1875
13 25 M N 1 72 more-than 5 NA 7 green red 2 1 2 0 4 1 1 1 2 TRUE Superior 98.4334203655 2682
13 25 M N 1 73 exactly 4 NA 3 blue red 3 1 1 0 4 0 3 0 -1 FALSE Inferior 0 2062
13 25 M N 1 74 more-than 5 NA 4 green black 3 0 6 1 4 0 4 0 -1 FALSE Inferior 96.6057441253 1850
13 25 M N 1 75 less-than 6 NA 6 red yellow 1 0 2 1 2 1 2 1 0 FALSE Equal 2.08877284595 2219
13 25 M N 1 76 less-than 4 NA 3 blue green 1 1 4 0 2 0 5 0 -1 TRUE Inferior 100 2562
