Sujet Age Gender Blind Block Essai Structure Numeral Group Colored_dots Couleur_cible Couleur_filler Nombre_caseN Couleurcible_caseN Nombre_caseS Couleurcible_caseS Nombre_caseE Couleurcible_caseE Nombre_caseO Couleurcible_caseO Distance Expected_value Condition Response Response_time
19 58 M N 1 1 exactly 5 NA 5 green yellow 1 1 4 1 6 0 3 0 0 TRUE Equal 59.5300261097 9528
19 58 M N 1 2 no-more-than 5 NA 5 red yellow 5 0 2 1 2 1 1 1 0 TRUE Equal 49.0861618799 8403
19 58 M N 1 3 no-less-than 4 NA 7 green red 1 0 2 1 3 1 2 1 3 TRUE Superior 34.2036553525 19493
19 58 M N 1 4 no-more-than 5 NA 7 blue yellow 1 0 6 0 3 1 4 1 2 FALSE Superior 1.56657963446 16246
19 58 M N 1 5 exactly 6 A 7 blue green 1 1 6 1 1 0 2 0 1 ? Superior 0 6842
19 58 M N 1 6 more-than 4 NA 5 red black 4 0 3 1 3 0 2 1 1 TRUE Superior 69.4516971279 6493
19 58 M N 1 7 less-than 6 NA 8 green black 2 0 2 1 2 1 4 1 2 FALSE Superior 0 5864
19 58 M N 1 8 exactly 6 NA 7 green black 1 1 4 1 2 1 5 0 1 ? Superior 0 4812
19 58 M N 1 9 more-than 6 NA 5 blue yellow 2 0 4 0 1 1 5 0 -1 FALSE Inferior 0 2906
19 58 M N 1 10 no-more-than 6 NA 5 green red 6 0 1 0 2 1 2 0 -1 TRUE Inferior 21.6710182768 14109
19 58 M N 1 11 exactly 4 A 6 blue black 3 0 2 1 6 0 4 1 2 ? Superior 0 4122
19 58 M N 1 12 no-less-than 6 NA 5 green yellow 6 1 4 0 1 0 4 0 -1 FALSE Inferior 50.3916449086 22940
19 58 M N 1 13 no-more-than 4 NA 6 green yellow 4 0 2 1 2 1 2 1 2 FALSE Superior 0 20728
19 58 M N 1 14 no-less-than 4 NA 3 red blue 5 0 5 0 2 1 2 0 -1 FALSE Inferior 0 17282
19 58 M N 1 15 less-than 5 NA 8 red green 3 1 6 0 3 1 2 1 3 FALSE Superior 0 7363
19 58 M N 1 16 less-than 6 NA 7 blue black 2 0 5 1 2 1 3 0 1 FALSE Superior 0 6900
19 58 M N 1 17 exactly 5 NA 7 red green 3 0 2 1 3 1 2 1 2 ? Superior 0 2780
19 58 M N 1 18 less-than 4 NA 4 red blue 3 0 3 1 1 1 6 0 0 FALSE Equal 0 3923
19 58 M N 1 19 no-less-than 4 NA 4 green blue 6 0 2 1 2 1 3 0 0 TRUE Equal 59.5300261097 15434
19 58 M N 1 20 exactly 5 NA 6 blue red 1 0 4 1 2 1 4 0 1 ? Superior 0 3620
19 58 M N 1 21 exactly 4 NA 2 blue yellow 5 0 4 0 2 1 6 0 -2 FALSE Inferior 0 2585
19 58 M N 1 22 more-than 6 NA 9 blue red 2 0 3 1 3 1 3 1 3 TRUE Superior 78.590078329 12075
19 58 M N 1 23 exactly 6 NA 9 blue yellow 3 1 6 0 2 1 4 1 3 ? Superior 0 4131
19 58 M N 1 24 exactly 5 NA 5 blue black 1 1 2 0 3 1 1 1 0 TRUE Equal 100 4917
19 58 M N 1 25 more-than 4 NA 3 blue black 6 0 4 1 4 0 3 0 -1 FALSE Inferior 0 3124
19 58 M N 1 26 no-less-than 4 NA 5 green red 2 0 3 1 2 1 1 0 1 TRUE Superior 85.3785900783 15072
19 58 M N 1 27 exactly 6 NA 5 green blue 1 0 3 1 3 0 4 0 -1 FALSE Inferior 0 3141
19 58 M N 1 28 exactly 4 NA 3 green blue 4 1 3 0 1 0 4 0 -1 FALSE Inferior 100 2504
19 58 M N 1 29 no-more-than 6 NA 3 green blue 6 0 4 0 2 1 6 0 -3 TRUE Inferior 67.8851174935 16011
19 58 M N 1 30 exactly 4 NA 1 red blue 6 0 6 0 3 1 6 0 -3 FALSE Inferior 0 2961
19 58 M N 1 31 exactly 6 NA 6 red black 4 1 4 0 2 1 4 0 0 TRUE Equal 100 3523
19 58 M N 1 32 more-than 4 NA 1 red green 6 0 2 1 2 0 5 0 -3 FALSE Inferior 89.0339425587 11492
