Subject,Age,Gender,Blind,Block,Trial,Sentence,Numeral,Colored_dots,Couleur_cible,Couleur_filler,Nombre_caseN,Couleurcible_caseN,Nombre_caseS,Couleurcible_caseS,Nombre_caseE,Couleurcible_caseE,Nombre_caseO,Couleurcible_caseO,Distance,Expected_value,Condition,Response,Response_time,Group
1,57,F,N,1,1,exactly,5,5,red,green,4,0,3,0,2,1,3,1,0,TRUE,Equal,99.73890339,8392,no
1,57,F,N,1,2,more-than,6,9,green,yellow,5,1,2,0,4,1,6,0,3,TRUE,Superior,99.73890339,9173,no
1,57,F,N,1,3,less-than,4,3,green,black,2,1,1,0,1,0,6,0,-1,TRUE,Inferior,100,7247,no
1,57,F,N,1,4,exactly,5,5,green,black,5,1,3,0,1,0,5,0,0,TRUE,Equal,100,5796,yes
1,57,F,N,1,5,exactly,4,6,blue,green,3,1,2,0,2,1,1,1,2,?,Superior,0,6880,no
1,57,F,N,1,6,no-less-than,4,6,blue,red,3,1,2,1,1,0,1,1,2,TRUE,Superior,0,18073,no
1,57,F,N,1,7,no-more-than,5,6,blue,green,3,0,4,1,5,0,2,1,1,FALSE,Superior,0,11942,no
1,57,F,N,1,8,exactly,5,7,green,blue,5,0,4,0,1,1,6,1,2,?,Superior,0,7932,no
1,57,F,N,1,9,no-less-than,6,8,green,red,4,0,3,1,3,1,2,1,2,TRUE,Superior,0,44711,no
1,57,F,N,1,10,no-less-than,4,5,red,black,1,1,2,0,3,1,1,1,1,TRUE,Superior,0,8310,no
1,57,F,N,1,11,no-more-than,5,4,green,black,2,0,4,0,6,0,2,1,-1,TRUE,Inferior,100,9605,no
1,57,F,N,1,12,exactly,4,4,green,red,6,0,6,0,1,0,4,1,0,TRUE,Equal,100,3918,yes
1,57,F,N,1,13,exactly,5,6,red,yellow,6,0,1,1,1,1,4,1,1,?,Superior,0,3904,no
1,57,F,N,1,14,exactly,4,6,blue,yellow,5,0,1,0,2,1,4,1,2,?,Superior,4.177545692,3445,yes
1,57,F,N,1,15,more-than,5,3,green,red,1,0,4,1,2,0,4,0,-2,FALSE,Inferior,0,5863,no
1,57,F,N,1,16,no-less-than,6,4,green,black,1,0,6,1,2,0,2,0,-2,FALSE,Inferior,100,29282,no
1,57,F,N,1,17,no-less-than,5,6,green,red,3,0,2,1,1,1,3,1,1,TRUE,Superior,0,13146,no
1,57,F,N,1,18,more-than,4,6,red,black,2,0,3,1,2,0,3,1,2,TRUE,Superior,100,3576,no
1,57,F,N,1,19,exactly,5,3,red,yellow,3,1,4,0,4,0,4,0,-2,FALSE,Inferior,0,3482,no
1,57,F,N,1,20,exactly,6,9,red,black,3,1,5,0,4,0,6,1,3,?,Superior,0,4016,yes
1,57,F,N,1,21,exactly,5,6,green,black,1,1,5,1,1,0,1,0,1,?,Superior,0,3564,yes
1,57,F,N,1,22,exactly,4,7,blue,red,1,0,4,1,2,0,3,1,3,?,Superior,0,3805,yes
1,57,F,N,1,23,no-less-than,5,2,red,blue,6,0,6,0,6,0,1,1,-3,FALSE,Inferior,0,8724,no
1,57,F,N,1,24,no-less-than,5,7,green,yellow,2,1,4,0,4,1,1,1,2,TRUE,Superior,0,5091,no
1,57,F,N,1,25,exactly,5,8,green,yellow,5,1,2,0,3,1,1,0,3,?,Superior,0,3039,yes
1,57,F,N,1,26,less-than,6,7,green,black,2,1,4,1,4,0,1,1,1,FALSE,Superior,0,7958,no
1,57,F,N,1,27,more-than,5,5,red,blue,4,0,6,0,4,1,1,1,0,FALSE,Equal,0,4241,no
1,57,F,N,1,28,less-than,5,2,blue,red,6,0,2,1,3,0,5,0,-3,TRUE,Inferior,100,7215,no
1,57,F,N,1,29,exactly,6,6,red,blue,6,0,1,0,6,1,4,0,0,TRUE,Equal,100,3967,yes
1,57,F,N,1,30,less-than,4,2,blue,red,5,1,3,0,6,0,4,0,-2,TRUE,Inferior,0.522193211,3557,no
1,57,F,N,1,31,less-than,5,8,blue,black,2,0,4,1,4,1,5,0,3,FALSE,Superior,0,10494,no
1,57,F,N,1,32,exactly,6,8,green,red,2,1,2,1,4,1,2,0,2,?,Superior,0,5943,no
1,57,F,N,1,33,no-more-than,6,6,blue,red,2,1,2,1,3,0,2,1,0,TRUE,Equal,100,4488,no
1,57,F,N,1,34,exactly,6,6,red,yellow,2,1,2,1,1,0,2,1,0,TRUE,Equal,100,3239,no
1,57,F,N,1,35,more-than,6,3,blue,green,3,0,3,0,6,0,1,1,-3,FALSE,Inferior,0,4134,no
1,57,F,N,1,36,exactly,4,2,green,red,4,0,3,0,4,0,4,1,-2,FALSE,Inferior,99.73890339,5943,no
1,57,F,N,1,37,no-more-than,5,5,blue,red,1,1,1,0,2,1,2,1,0,TRUE,Equal,0,3853,no
1,57,F,N,1,38,exactly,4,3,green,black,4,0,3,1,5,0,6,0,-1,FALSE,Inferior,0,2785,no
1,57,F,N,1,39,no-less-than,5,4,red,green,3,0,4,0,3,0,1,1,-1,FALSE,Inferior,0,16795,no
1,57,F,N,1,40,more-than,4,3,green,yellow,6,0,5,0,4,0,4,1,-1,FALSE,Inferior,0,3026,no
1,57,F,N,1,41,more-than,6,5,blue,yellow,5,0,6,1,4,0,1,0,-1,FALSE,Inferior,0,7915,no
1,57,F,N,1,42,exactly,4,1,red,yellow,3,0,2,1,6,0,1,0,-3,FALSE,Inferior,0,3984,no
1,57,F,N,1,43,no-less-than,4,1,red,black,1,0,2,1,2,0,2,0,-3,FALSE,Inferior,0,5232,no
1,57,F,N,1,44,less-than,6,9,blue,red,4,0,2,1,2,1,5,1,3,FALSE,Superior,0,6015,no
1,57,F,N,1,45,no-more-than,5,3,green,blue,1,0,4,0,4,0,6,1,-2,TRUE,Inferior,0,6175,no
1,57,F,N,1,46,no-more-than,6,5,red,yellow,4,0,3,1,6,0,1,0,-1,TRUE,Inferior,0,5271,no
1,57,F,N,1,47,no-less-than,6,5,red,yellow,4,0,5,1,6,0,6,0,-1,FALSE,Inferior,0,7499,no
1,57,F,N,1,48,less-than,6,6,red,green,5,0,2,1,4,1,4,0,0,FALSE,Equal,100,17793,no
1,57,F,N,1,49,more-than,5,6,red,green,3,1,1,1,2,0,2,1,1,TRUE,Superior,100,9165,no
1,57,F,N,1,50,exactly,5,7,red,black,1,0,1,0,5,1,2,1,2,?,Superior,0,2960,yes
1,57,F,N,1,51,no-less-than,6,3,red,green,2,1,6,0,1,0,3,0,-3,FALSE,Inferior,0,4140,no
1,57,F,N,1,52,more-than,5,4,green,black,5,0,3,1,6,0,1,0,-1,FALSE,Inferior,0,3557,no
1,57,F,N,1,53,exactly,6,4,blue,red,2,1,5,0,4,0,2,0,-2,FALSE,Inferior,0,4393,no
1,57,F,N,1,54,exactly,4,4,red,green,3,1,3,0,1,0,1,1,0,TRUE,Equal,100,3447,no
1,57,F,N,1,55,no-less-than,6,6,blue,green,1,1,1,1,1,0,4,1,0,TRUE,Equal,100,16441,no
1,57,F,N,1,56,more-than,6,8,blue,red,4,1,5,0,2,1,2,1,2,TRUE,Superior,98.95561358,10479,no
1,57,F,N,1,57,more-than,4,7,red,blue,3,1,2,1,2,1,5,0,3,TRUE,Superior,99.21671018,5152,no
1,57,F,N,1,58,exactly,5,4,blue,green,6,1,6,0,2,0,2,0,-1,FALSE,Inferior,0,3111,no
1,57,F,N,1,59,no-more-than,6,4,red,green,4,0,3,0,4,0,2,1,-2,TRUE,Inferior,0,7206,no
1,57,F,N,1,60,no-more-than,4,7,red,green,2,1,3,1,2,1,5,0,3,FALSE,Superior,0,4084,no
1,57,F,N,1,61,no-more-than,5,8,green,black,6,0,2,0,2,1,6,1,3,FALSE,Superior,0,5631,no
1,57,F,N,1,62,no-less-than,5,3,blue,red,1,0,4,1,4,0,2,0,-2,FALSE,Inferior,0,4692,no
1,57,F,N,1,63,no-less-than,4,3,red,green,3,0,5,0,2,0,5,1,-1,FALSE,Inferior,0,4074,no
1,57,F,N,1,64,exactly,6,8,blue,yellow,6,1,5,0,1,0,2,1,2,?,Superior,0.522193211,4091,yes
1,57,F,N,1,65,less-than,4,4,green,blue,2,0,2,1,6,0,2,1,0,FALSE,Equal,100,3416,no
1,57,F,N,1,66,more-than,4,5,blue,red,5,0,4,0,3,1,2,1,1,TRUE,Superior,0,3571,no
1,57,F,N,1,67,more-than,4,4,red,yellow,1,1,3,0,3,1,2,0,0,FALSE,Equal,100,2902,no
1,57,F,N,1,68,exactly,6,7,green,yellow,4,0,1,1,3,0,6,1,1,?,Superior,0,3201,yes
1,57,F,N,1,69,more-than,6,6,red,green,1,1,4,1,6,0,1,1,0,FALSE,Equal,99.73890339,4007,no
1,57,F,N,1,70,exactly,6,7,red,yellow,3,0,5,0,3,1,4,1,1,?,Superior,0,3900,no
1,57,F,N,1,71,less-than,4,7,green,black,3,1,3,1,3,0,1,1,3,FALSE,Superior,0,3757,no
1,57,F,N,1,72,more-than,5,7,red,yellow,1,1,4,1,2,1,5,0,2,TRUE,Superior,0,4692,no
1,57,F,N,1,73,less-than,5,6,green,black,2,1,1,0,4,1,1,0,1,FALSE,Superior,0,3911,no
1,57,F,N,1,74,more-than,4,1,red,black,4,0,2,1,2,0,3,0,-3,FALSE,Inferior,0.522193211,3274,no
1,57,F,N,1,75,no-less-than,6,9,blue,black,3,0,2,0,4,1,5,1,3,TRUE,Superior,0,3397,no
1,57,F,N,1,76,no-less-than,5,5,green,red,1,1,2,1,1,0,2,1,0,TRUE,Equal,100,3279,no
1,57,F,N,1,77,less-than,4,1,green,yellow,6,0,1,1,5,0,5,0,-3,TRUE,Inferior,0,2956,no
1,57,F,N,1,78,no-more-than,4,3,green,blue,4,0,6,1,4,0,2,0,-1,TRUE,Inferior,0,3283,no
1,57,F,N,1,79,less-than,6,4,blue,yellow,2,0,5,1,4,0,3,0,-2,TRUE,Inferior,0.261096606,4723,no
1,57,F,N,1,80,exactly,5,8,green,red,1,0,4,1,1,1,3,1,3,?,Superior,0.522193211,4577,no
1,57,F,N,1,81,more-than,5,8,blue,red,1,1,3,1,4,1,5,0,3,TRUE,Superior,100,8313,no
1,57,F,N,1,82,no-less-than,4,4,red,blue,1,0,5,0,2,1,2,1,0,TRUE,Equal,100,4243,no
1,57,F,N,1,83,no-more-than,6,3,green,black,3,0,1,0,3,1,3,0,-3,TRUE,Inferior,0,6609,no
1,57,F,N,1,84,more-than,4,2,red,blue,2,0,4,0,3,1,6,0,-2,FALSE,Inferior,0.783289817,6397,no
1,57,F,N,1,85,less-than,5,4,green,black,1,0,6,0,2,1,2,0,-1,TRUE,Inferior,100,3695,no
1,57,F,N,1,86,less-than,6,3,blue,yellow,2,1,3,0,6,0,1,0,-3,TRUE,Inferior,100,7231,no
1,57,F,N,1,87,exactly,6,3,blue,black,2,0,6,0,1,0,5,1,-3,FALSE,Inferior,0,4693,no
1,57,F,N,1,88,less-than,6,5,green,yellow,5,1,5,0,1,0,1,0,-1,TRUE,Inferior,100,4937,no
1,57,F,N,1,89,no-less-than,4,2,red,yellow,4,0,3,0,4,1,6,0,-2,FALSE,Inferior,99.73890339,4857,no
1,57,F,N,1,90,no-more-than,5,7,red,blue,4,1,1,1,4,0,2,1,2,FALSE,Superior,0,11783,no
1,57,F,N,1,91,no-more-than,4,5,red,black,1,1,2,1,4,0,2,1,1,FALSE,Superior,0,5380,no
1,57,F,N,1,92,no-less-than,6,7,red,yellow,5,1,4,0,2,1,4,0,1,TRUE,Superior,0,11191,no
1,57,F,N,1,93,no-more-than,4,4,red,blue,3,1,3,0,5,0,1,1,0,TRUE,Equal,100,3367,no
1,57,F,N,1,94,exactly,5,2,red,blue,6,0,6,1,1,0,6,0,-3,FALSE,Inferior,0,3476,no
1,57,F,N,1,95,exactly,5,5,green,black,1,1,1,1,4,0,3,1,0,TRUE,Equal,100,3898,no
1,57,F,N,1,96,more-than,5,2,green,red,1,0,4,0,3,1,5,0,-3,FALSE,Inferior,0.522193211,3342,no
1,57,F,N,1,97,no-more-than,6,7,red,green,2,1,3,0,6,0,5,1,1,FALSE,Superior,0,3405,no
1,57,F,N,1,98,exactly,4,5,red,blue,4,1,5,0,1,0,1,1,1,?,Superior,0,3692,yes
1,57,F,N,1,99,more-than,6,4,green,black,5,1,1,0,6,0,5,0,-2,FALSE,Inferior,0,3331,no
1,57,F,N,1,100,less-than,4,5,blue,yellow,2,1,6,0,2,1,1,1,1,FALSE,Superior,0,3788,no
1,57,F,N,1,101,no-more-than,6,8,red,yellow,2,1,2,1,2,0,4,1,2,FALSE,Superior,0,8983,no
1,57,F,N,1,102,exactly,6,5,green,blue,4,0,3,0,1,1,4,0,-1,FALSE,Inferior,0.261096606,3142,no
1,57,F,N,1,103,exactly,4,4,green,yellow,2,1,2,0,2,1,6,0,0,TRUE,Equal,100,2493,no
1,57,F,N,1,104,no-more-than,5,2,green,red,2,0,5,1,2,0,3,0,-3,TRUE,Inferior,100,3926,no
1,57,F,N,1,105,less-than,5,7,red,yellow,1,1,2,0,6,1,5,0,2,FALSE,Superior,0,2468,no
1,57,F,N,1,106,less-than,6,8,red,black,3,1,1,0,3,1,2,1,2,FALSE,Superior,0,3816,no
1,57,F,N,1,107,no-less-than,5,8,red,black,4,1,3,0,4,1,4,0,3,TRUE,Superior,0,3948,no
1,57,F,N,1,108,more-than,6,7,blue,black,3,1,3,1,1,1,5,0,1,TRUE,Superior,100,2819,no
1,57,F,N,1,109,exactly,4,5,green,red,1,1,2,1,2,1,1,0,1,?,Superior,0,3500,no
1,57,F,N,1,110,no-more-than,4,2,green,blue,3,1,1,0,5,0,2,0,-2,TRUE,Inferior,0.783289817,5048,no
1,57,F,N,1,111,exactly,6,9,red,yellow,5,1,2,1,2,1,3,0,3,?,Superior,0,3417,no
1,57,F,N,1,112,no-more-than,6,9,red,blue,5,1,2,1,2,0,2,1,3,FALSE,Superior,0,4121,no
1,57,F,N,1,113,exactly,4,7,green,blue,2,1,3,1,2,1,3,0,3,?,Superior,0,2340,no
1,57,F,N,1,114,no-more-than,4,6,red,black,2,1,2,1,4,0,2,1,2,FALSE,Superior,0,2819,no
1,57,F,N,1,115,less-than,4,6,green,blue,4,0,2,1,2,1,2,1,2,FALSE,Superior,0,3387,no
1,57,F,N,1,116,no-less-than,4,7,green,black,5,0,2,1,2,1,3,1,3,TRUE,Superior,0,22249,no
1,57,F,N,1,117,no-more-than,4,1,green,black,6,0,3,0,3,1,1,0,-3,TRUE,Inferior,0,8273,no
1,57,F,N,1,118,less-than,5,3,blue,red,4,0,5,0,6,1,1,0,-2,TRUE,Inferior,0,3998,no
1,57,F,N,1,119,exactly,6,6,blue,green,4,1,1,1,1,1,1,0,0,TRUE,Equal,100,4076,no
1,57,F,N,1,120,less-than,5,5,green,red,1,1,2,1,2,0,2,1,0,FALSE,Equal,100,11178,no
1,57,F,N,2,1,more-than,5,3,blue,red,2,0,1,0,5,1,1,0,-2,FALSE,Inferior,0.261096606,7234,no
1,57,F,N,2,2,less-than,5,8,blue,black,6,1,2,1,6,0,5,0,3,FALSE,Superior,0,14829,no
1,57,F,N,2,3,more-than,6,5,blue,red,4,0,5,0,1,0,5,1,-1,FALSE,Inferior,0,6048,no
1,57,F,N,2,4,no-more-than,5,2,green,red,5,0,2,0,3,1,5,0,-3,TRUE,Inferior,0,4101,no
1,57,F,N,2,5,exactly,4,2,blue,red,3,0,5,0,4,1,5,0,-2,FALSE,Inferior,100,2931,no
1,57,F,N,2,6,no-more-than,4,2,red,yellow,6,1,6,0,6,0,3,0,-2,TRUE,Inferior,0,3919,no
1,57,F,N,2,7,more-than,4,2,blue,yellow,3,0,5,0,2,0,2,1,-2,FALSE,Inferior,0,3892,no
1,57,F,N,2,8,less-than,4,1,blue,green,5,0,5,0,6,1,5,0,-3,TRUE,Inferior,0,4346,no
1,57,F,N,2,9,no-more-than,5,4,red,green,5,0,3,0,3,0,4,1,-1,TRUE,Inferior,0,5396,no
1,57,F,N,2,10,more-than,6,6,red,yellow,2,0,5,0,5,1,1,1,0,FALSE,Equal,0,7120,no
1,57,F,N,2,11,no-less-than,5,4,green,blue,4,0,4,0,6,0,6,1,-1,FALSE,Inferior,0,5159,no
1,57,F,N,2,12,less-than,6,5,red,black,2,0,5,0,2,1,2,0,-1,TRUE,Inferior,100,4971,no
1,57,F,N,2,13,exactly,6,9,green,blue,5,0,3,1,6,1,2,0,3,?,Superior,0,3533,yes
1,57,F,N,2,14,more-than,4,5,red,yellow,3,1,6,0,2,1,6,0,1,TRUE,Superior,100,5087,no
1,57,F,N,2,15,no-more-than,4,5,blue,black,3,0,1,1,1,1,3,1,1,FALSE,Superior,0,4248,no
1,57,F,N,2,16,no-less-than,4,1,green,yellow,4,1,4,0,6,0,1,0,-3,FALSE,Inferior,100,7016,no
1,57,F,N,2,17,more-than,4,7,blue,black,5,0,1,1,3,1,3,1,3,TRUE,Superior,100,4724,no
1,57,F,N,2,18,exactly,6,8,green,black,4,0,6,1,2,1,3,0,2,?,Superior,0,3856,yes
1,57,F,N,2,19,no-more-than,6,9,green,yellow,2,1,6,0,5,1,2,1,3,FALSE,Superior,0,9723,no
1,57,F,N,2,20,no-more-than,6,5,blue,yellow,1,1,1,0,1,0,2,0,-1,TRUE,Inferior,0,4379,no
1,57,F,N,2,21,exactly,5,4,green,black,3,0,1,0,1,1,1,0,-1,FALSE,Inferior,0,3486,no
1,57,F,N,2,22,no-less-than,5,5,green,blue,6,0,3,1,3,0,2,1,0,TRUE,Equal,100,7726,no
1,57,F,N,2,23,exactly,6,5,green,blue,4,0,6,1,4,0,4,0,-1,FALSE,Inferior,99.73890339,3698,no
1,57,F,N,2,24,no-more-than,4,6,blue,yellow,2,1,2,1,2,1,2,0,2,FALSE,Superior,0,3883,no
1,57,F,N,2,25,less-than,5,3,red,blue,1,0,4,1,2,0,6,0,-2,TRUE,Inferior,100,3599,no
1,57,F,N,2,26,less-than,6,7,green,red,3,0,3,1,4,1,2,0,1,FALSE,Superior,0,6846,no
1,57,F,N,2,27,more-than,5,6,red,black,2,1,4,0,4,0,4,1,1,TRUE,Superior,100,3805,no
1,57,F,N,2,28,exactly,5,5,blue,red,1,0,5,0,2,0,5,1,0,TRUE,Equal,100,3330,yes
1,57,F,N,2,29,less-than,5,5,green,blue,4,1,6,0,6,0,1,1,0,FALSE,Equal,0.261096606,3856,no
1,57,F,N,2,30,no-less-than,4,5,red,green,1,1,1,1,1,0,3,1,1,TRUE,Superior,0,4157,no
1,57,F,N,2,31,no-less-than,6,9,red,black,5,1,2,0,2,0,4,1,3,TRUE,Superior,0.261096606,5646,no
1,57,F,N,2,32,less-than,5,7,green,blue,2,1,2,1,1,0,3,1,2,FALSE,Superior,0,5528,no
1,57,F,N,2,33,exactly,6,8,blue,black,2,0,3,1,3,0,5,1,2,?,Superior,0,3306,no
1,57,F,N,2,34,exactly,6,6,green,black,3,0,1,1,5,1,3,0,0,TRUE,Equal,99.47780679,3375,no
1,57,F,N,2,35,exactly,6,6,red,green,5,1,6,0,1,1,1,0,0,TRUE,Equal,100,3678,no
1,57,F,N,2,36,exactly,5,7,red,black,5,0,3,0,2,1,5,1,2,?,Superior,0,3679,yes
1,57,F,N,2,37,no-more-than,5,3,green,black,3,0,5,0,5,1,4,0,-2,TRUE,Inferior,100,4000,no
1,57,F,N,2,38,exactly,5,5,blue,yellow,3,1,1,1,1,1,4,0,0,TRUE,Equal,100,3951,no
1,57,F,N,2,39,less-than,4,4,green,blue,3,1,1,0,4,0,1,1,0,FALSE,Equal,0,3920,no
1,57,F,N,2,40,exactly,4,4,blue,green,6,0,1,1,2,1,1,1,0,TRUE,Equal,100,4253,no
1,57,F,N,2,41,more-than,5,5,blue,red,2,1,1,1,2,1,5,0,0,FALSE,Equal,0,7770,no
1,57,F,N,2,42,no-less-than,4,4,red,green,2,1,3,0,2,1,3,0,0,TRUE,Equal,100,8751,no
1,57,F,N,2,43,exactly,6,9,red,yellow,5,1,1,0,2,0,4,1,3,?,Superior,0,4149,no
1,57,F,N,2,44,no-less-than,6,4,red,blue,1,0,4,0,3,0,1,1,-2,FALSE,Inferior,0,5254,no
1,57,F,N,2,45,no-less-than,4,2,green,black,2,0,2,0,5,1,1,0,-2,FALSE,Inferior,0,4602,no
1,57,F,N,2,46,more-than,5,8,red,yellow,1,0,6,1,4,0,2,1,3,TRUE,Superior,100,3412,no
1,57,F,N,2,47,more-than,5,2,blue,green,1,0,2,0,2,0,1,1,-3,FALSE,Inferior,0,4073,no
1,57,F,N,2,48,no-more-than,4,3,blue,yellow,3,0,1,0,5,0,4,1,-1,TRUE,Inferior,100,3569,no
1,57,F,N,2,49,exactly,4,5,red,black,2,1,1,0,1,1,2,1,1,?,Superior,0,4320,no
1,57,F,N,2,50,more-than,4,3,green,yellow,3,0,1,0,5,0,4,1,-1,FALSE,Inferior,0,4224,no
1,57,F,N,2,51,no-less-than,5,6,green,yellow,2,0,4,0,4,1,2,1,1,TRUE,Superior,0,5288,no
1,57,F,N,2,52,exactly,4,6,blue,yellow,5,0,4,0,2,1,4,1,2,?,Superior,0,5168,yes
1,57,F,N,2,53,no-less-than,4,6,green,blue,1,1,3,1,4,0,2,1,2,TRUE,Superior,0,4286,no
1,57,F,N,2,54,exactly,6,4,green,black,3,1,4,0,5,0,6,0,-2,FALSE,Inferior,0,3958,no
1,57,F,N,2,55,more-than,6,4,blue,black,6,0,3,0,1,1,4,0,-2,FALSE,Inferior,0,3025,no
1,57,F,N,2,56,no-more-than,4,4,green,black,1,0,1,1,3,1,5,0,0,TRUE,Equal,100,6682,no
1,57,F,N,2,57,exactly,6,6,blue,black,6,0,3,0,6,1,1,0,0,TRUE,Equal,100,3689,yes
1,57,F,N,2,58,less-than,4,2,blue,yellow,2,0,6,1,4,0,4,0,-2,TRUE,Inferior,0,3152,no
1,57,F,N,2,59,exactly,5,8,blue,red,3,1,1,0,1,1,4,1,3,?,Superior,0,4220,no
1,57,F,N,2,60,less-than,6,3,blue,yellow,4,0,6,0,4,0,3,1,-3,TRUE,Inferior,99.73890339,3123,no
1,57,F,N,2,61,exactly,5,8,green,yellow,5,1,3,1,6,0,5,0,3,?,Superior,0,2432,yes
1,57,F,N,2,62,less-than,5,4,red,black,4,0,5,0,3,1,1,0,-1,TRUE,Inferior,100,4131,no
1,57,F,N,2,63,no-more-than,5,8,green,blue,4,1,4,1,4,0,4,0,3,FALSE,Superior,0.261096606,3602,no
1,57,F,N,2,64,no-more-than,6,4,green,yellow,5,1,3,0,2,0,6,0,-2,TRUE,Inferior,0,4895,no
1,57,F,N,2,65,no-less-than,6,8,green,blue,4,1,3,0,2,1,2,1,2,TRUE,Superior,0,11953,no
1,57,F,N,2,66,no-more-than,6,6,green,yellow,3,1,3,0,3,1,5,0,0,TRUE,Equal,0,4121,no
1,57,F,N,2,67,more-than,6,3,green,black,2,0,5,1,1,0,6,0,-3,FALSE,Inferior,0,4200,no
1,57,F,N,2,68,no-less-than,4,7,red,black,2,0,2,1,2,1,3,1,3,TRUE,Superior,0,4475,no
1,57,F,N,2,69,exactly,4,7,green,yellow,3,1,5,0,2,0,4,1,3,?,Superior,0,3649,yes
1,57,F,N,2,70,exactly,5,6,blue,black,4,0,5,0,1,1,5,1,1,?,Superior,0,3681,yes
1,57,F,N,2,71,exactly,5,2,green,blue,5,0,1,0,4,0,4,1,-3,FALSE,Inferior,0,3258,no
1,57,F,N,2,72,less-than,5,6,red,yellow,4,0,1,1,2,1,3,1,1,FALSE,Superior,0,3870,no
1,57,F,N,2,73,exactly,4,7,red,black,3,1,2,1,2,1,1,0,3,?,Superior,0.522193211,3860,no
1,57,F,N,2,74,no-less-than,5,8,green,red,6,1,2,1,2,0,5,0,3,TRUE,Superior,0,4312,no
1,57,F,N,2,75,exactly,4,6,red,yellow,1,1,3,0,3,1,2,1,2,?,Superior,0,3159,no
1,57,F,N,2,76,exactly,4,1,blue,black,3,1,4,0,4,0,3,0,-3,FALSE,Inferior,0,5666,no
1,57,F,N,2,77,no-less-than,5,3,red,black,5,0,4,1,5,0,6,0,-2,FALSE,Inferior,100,7826,no
1,57,F,N,2,78,less-than,6,8,green,black,3,1,3,0,4,1,1,1,2,FALSE,Superior,0,3971,no
1,57,F,N,2,79,more-than,4,1,green,yellow,1,0,4,1,2,0,6,0,-3,FALSE,Inferior,0,2983,no
1,57,F,N,2,80,less-than,4,5,red,yellow,1,0,3,1,1,1,1,1,1,FALSE,Superior,0,4356,no
1,57,F,N,2,81,no-more-than,4,7,blue,black,3,1,1,1,3,1,6,0,3,FALSE,Superior,100,4540,no
1,57,F,N,2,82,less-than,4,7,red,yellow,2,1,2,1,3,1,3,0,3,FALSE,Superior,0.261096606,4038,no
1,57,F,N,2,83,more-than,5,7,green,yellow,2,1,2,1,3,1,4,0,2,TRUE,Superior,100,5831,no
1,57,F,N,2,84,exactly,5,3,blue,black,2,0,5,1,6,0,6,0,-2,FALSE,Inferior,100,3974,no
1,57,F,N,2,85,no-less-than,5,7,red,green,1,1,6,0,3,0,6,1,2,TRUE,Superior,0.522193211,3663,no
1,57,F,N,2,86,no-more-than,6,3,blue,yellow,4,0,1,0,5,0,3,1,-3,TRUE,Inferior,0,4074,no
1,57,F,N,2,87,no-more-than,4,1,green,blue,4,1,2,0,6,0,5,0,-3,TRUE,Inferior,100,5294,no
1,57,F,N,2,88,exactly,5,5,red,black,1,1,1,1,2,0,3,1,0,TRUE,Equal,100,4495,no
1,57,F,N,2,89,no-more-than,5,7,green,black,2,1,2,1,3,1,6,0,2,FALSE,Superior,100,5265,no
1,57,F,N,2,90,no-less-than,4,3,blue,black,5,1,6,0,5,0,2,0,-1,FALSE,Inferior,0,5436,no
1,57,F,N,2,91,no-less-than,5,2,blue,black,2,0,1,0,5,1,3,0,-3,FALSE,Inferior,0,7510,no
1,57,F,N,2,92,exactly,4,5,red,green,4,0,6,0,1,1,4,1,1,?,Superior,0.261096606,3777,yes
1,57,F,N,2,93,less-than,6,4,green,yellow,2,0,5,1,6,0,5,0,-2,TRUE,Inferior,100,5470,no
1,57,F,N,2,94,exactly,6,7,blue,black,6,1,1,1,5,0,6,0,1,?,Superior,0.261096606,3771,yes
1,57,F,N,2,95,exactly,4,3,blue,red,6,0,3,1,5,0,1,0,-1,FALSE,Inferior,0,4717,no
1,57,F,N,2,96,more-than,6,8,green,black,4,1,1,0,6,0,4,1,2,TRUE,Superior,100,4019,no
1,57,F,N,2,97,no-more-than,6,7,green,blue,2,1,1,0,5,1,2,0,1,FALSE,Superior,100,4889,no
1,57,F,N,2,98,exactly,4,4,green,red,1,1,5,0,3,0,3,1,0,TRUE,Equal,100,4483,no
1,57,F,N,2,99,more-than,6,7,red,black,3,0,1,1,2,1,4,1,1,TRUE,Superior,100,3761,no
1,57,F,N,2,100,no-more-than,5,6,red,green,1,1,2,0,2,1,3,1,1,FALSE,Superior,100,4364,no
1,57,F,N,2,101,less-than,5,2,blue,red,4,1,5,0,2,0,4,0,-3,TRUE,Inferior,100,3620,no
1,57,F,N,2,102,no-more-than,5,5,red,green,1,1,4,0,6,0,4,1,0,TRUE,Equal,0,3912,no
1,57,F,N,2,103,no-less-than,6,7,red,green,4,0,3,0,5,1,2,1,1,TRUE,Superior,0,6588,no
1,57,F,N,2,104,exactly,5,7,blue,red,2,0,3,0,1,1,6,1,2,?,Superior,0,4216,no
1,57,F,N,2,105,exactly,6,7,red,yellow,2,1,5,1,5,0,5,0,1,?,Superior,0,3984,no
1,57,F,N,2,106,exactly,4,4,red,blue,5,0,2,0,4,1,6,0,0,TRUE,Equal,100,3281,yes
1,57,F,N,2,107,no-less-than,6,3,blue,black,1,0,5,0,6,1,1,0,-3,FALSE,Inferior,0,6203,no
1,57,F,N,2,108,less-than,6,9,blue,green,1,0,3,1,4,1,2,1,3,FALSE,Superior,0,4483,no
