Subject,Age,Gender,Blind,Block,Trial,Sentence,Numeral,Colored_dots,Couleur_cible,Couleur_filler,Nombre_caseN,Couleurcible_caseN,Nombre_caseS,Couleurcible_caseS,Nombre_caseE,Couleurcible_caseE,Nombre_caseO,Couleurcible_caseO,Distance,Expected_value,Condition,Response,Response_time,Group
5,57,M,N,2,87,less-than,6,6,green,black,5,0,5,1,5,0,1,1,0,FALSE,Equal,0,5610,no
5,57,M,N,2,88,more-than,4,1,blue,black,5,1,5,0,1,0,3,0,-3,FALSE,Inferior,96.60574413,3383,no
5,57,M,N,2,89,no-less-than,6,9,green,red,2,0,3,1,3,1,3,1,3,TRUE,Superior,93.21148825,4874,no
5,57,M,N,2,90,more-than,6,8,red,yellow,5,1,1,0,3,1,2,0,2,TRUE,Superior,90.60052219,3487,no
5,57,M,N,2,91,exactly,5,5,red,blue,3,1,4,0,1,1,1,1,0,TRUE,Equal,100,5158,no
5,57,M,N,2,92,exactly,4,7,green,red,3,1,1,1,6,0,3,1,3,?,Superior,0.783289817,3540,no
5,57,M,N,2,93,more-than,6,5,blue,red,6,0,5,1,3,0,2,0,-1,FALSE,Inferior,0,6170,no
5,57,M,N,2,94,more-than,5,5,green,yellow,2,1,6,0,3,1,3,0,0,FALSE,Equal,0.261096606,5253,no
5,57,M,N,2,95,exactly,4,4,green,yellow,2,1,6,0,2,1,4,0,0,TRUE,Equal,99.21671018,2953,no
5,57,M,N,2,96,no-less-than,5,8,blue,red,3,1,2,1,2,0,3,1,3,TRUE,Superior,58.22454308,5146,no
5,57,M,N,2,97,more-than,5,2,green,blue,5,1,6,0,2,0,2,0,-3,FALSE,Inferior,0.783289817,4853,no
5,57,M,N,2,98,exactly,4,5,green,blue,1,1,4,1,1,0,5,0,1,?,Superior,0,3804,yes
5,57,M,N,2,99,exactly,4,3,green,black,5,0,5,0,2,1,4,0,-1,FALSE,Inferior,0.522193211,3753,no
5,57,M,N,2,100,exactly,6,9,blue,yellow,5,0,6,0,3,1,6,1,3,?,Superior,0,3532,yes
5,57,M,N,2,101,no-more-than,4,7,blue,black,5,0,2,1,2,1,3,1,3,FALSE,Superior,0,5067,no
5,57,M,N,2,102,exactly,6,6,blue,green,1,0,1,0,6,1,4,0,0,TRUE,Equal,98.95561358,3243,yes
5,57,M,N,2,103,no-less-than,6,8,blue,black,4,0,4,1,4,1,3,0,2,TRUE,Superior,73.10704961,7237,no
5,57,M,N,2,104,no-more-than,6,4,blue,yellow,6,0,3,1,4,0,6,0,-2,TRUE,Inferior,18.2767624,7514,no
5,57,M,N,2,105,exactly,6,4,blue,black,5,0,1,0,5,1,6,0,-2,FALSE,Inferior,0,3578,no
5,57,M,N,2,106,more-than,6,4,red,green,4,0,6,0,3,0,1,1,-2,FALSE,Inferior,0.522193211,4358,no
5,57,M,N,2,107,exactly,6,5,blue,red,4,1,4,0,2,0,5,0,-1,FALSE,Inferior,0.522193211,3753,no
5,57,M,N,2,108,more-than,6,7,red,black,3,0,2,1,1,0,5,1,1,TRUE,Superior,80.41775457,7336,no
5,57,M,N,2,109,less-than,5,4,red,black,6,0,3,1,6,0,3,0,-1,TRUE,Inferior,51.17493473,3467,no
5,57,M,N,2,110,more-than,5,3,red,blue,6,0,2,0,4,0,4,1,-2,FALSE,Inferior,0,3277,no
5,57,M,N,2,111,no-more-than,6,3,blue,green,1,1,2,0,4,0,5,0,-3,TRUE,Inferior,24.02088773,9476,no
5,57,M,N,2,112,no-more-than,5,6,red,green,2,1,2,1,2,1,2,0,1,FALSE,Superior,0,7983,no
5,57,M,N,2,113,no-more-than,6,6,green,yellow,4,0,4,0,4,1,2,1,0,TRUE,Equal,0,3627,no
5,57,M,N,2,114,less-than,6,4,red,blue,4,0,1,1,2,0,4,0,-2,TRUE,Inferior,87.72845953,3968,no
5,57,M,N,2,115,less-than,4,7,green,black,2,1,2,1,3,1,1,0,3,FALSE,Superior,0.261096606,5710,no
5,57,M,N,2,116,less-than,4,5,blue,red,4,0,2,1,2,1,1,1,1,FALSE,Superior,0,4917,no
5,57,M,N,2,117,no-less-than,6,6,red,black,2,0,3,1,3,1,1,0,0,TRUE,Equal,52.21932115,5675,no
5,57,M,N,2,118,no-more-than,5,2,blue,black,3,1,3,0,4,0,1,0,-3,TRUE,Inferior,52.48041775,11206,no
5,57,M,N,2,119,no-less-than,5,7,blue,red,1,1,6,1,6,0,5,0,2,TRUE,Superior,46.73629243,5770,no
5,57,M,N,2,120,more-than,4,5,green,red,3,1,1,1,1,1,4,0,1,TRUE,Superior,96.60574413,3404,no
5,57,M,N,3,1,only1,6,6,blue,red,1,1,1,1,6,0,4,1,0,TRUE,Equal,98.69451697,5503,no
5,57,M,N,3,2,only1,5,6,green,black,1,1,4,1,1,1,4,0,1,FALSE,Superior,0.261096606,4283,no
5,57,M,N,3,3,only2,5,5,green,blue,6,0,3,1,1,0,2,1,0,TRUE,Equal,99.21671018,5093,no
5,57,M,N,3,4,only2,5,5,green,red,2,1,4,0,2,1,1,1,0,TRUE,Equal,98.95561358,7090,no
5,57,M,N,3,5,only1,6,6,blue,red,4,1,2,1,2,0,5,0,0,TRUE,Equal,99.47780679,3280,no
5,57,M,N,3,6,only1,6,7,red,black,2,1,3,0,3,0,5,1,1,FALSE,Superior,0,4048,no
5,57,M,N,3,7,only1,5,5,green,black,4,0,2,1,2,1,1,1,0,TRUE,Equal,99.47780679,3517,no
5,57,M,N,3,8,only2,4,4,green,red,2,1,1,1,1,1,2,0,0,TRUE,Equal,99.21671018,5297,no
5,57,M,N,3,9,only1,5,5,red,green,6,0,4,1,5,0,1,1,0,TRUE,Equal,99.21671018,5337,no
5,57,M,N,3,10,only2,4,5,blue,green,1,1,3,1,5,0,1,1,1,FALSE,Superior,0.522193211,3680,no
5,57,M,N,3,11,only2,4,7,green,red,2,1,4,0,3,1,2,1,3,FALSE,Superior,0,3359,no
5,57,M,N,3,12,only2,5,7,green,black,2,1,1,1,4,1,1,0,2,FALSE,Superior,0,4633,no
5,57,M,N,3,13,only2,6,9,red,blue,4,1,2,1,1,0,3,1,3,FALSE,Superior,0,3177,no
5,57,M,N,3,14,only2,4,4,red,yellow,2,1,2,1,6,0,3,0,0,TRUE,Equal,100,2747,no
5,57,M,N,3,15,only1,4,7,green,yellow,3,1,1,1,6,0,3,1,3,FALSE,Superior,0.783289817,2395,no
5,57,M,N,3,16,only1,4,4,red,black,1,1,6,0,5,0,3,1,0,TRUE,Equal,99.47780679,2815,no
5,57,M,N,3,17,only1,4,4,blue,yellow,1,1,2,0,3,1,5,0,0,TRUE,Equal,99.73890339,3097,no
5,57,M,N,3,18,only2,4,6,blue,green,3,1,1,0,5,0,3,1,2,FALSE,Superior,1.566579634,3303,no
5,57,M,N,3,19,only2,5,6,green,black,3,1,2,1,1,1,3,0,1,FALSE,Superior,0,7298,no
5,57,M,N,3,20,only1,6,6,blue,red,2,1,2,1,6,0,2,1,0,TRUE,Equal,99.47780679,3071,no
5,57,M,N,3,21,only2,6,6,green,black,3,1,4,0,3,0,3,1,0,TRUE,Equal,98.95561358,4101,no
5,57,M,N,3,22,only1,4,6,green,red,3,1,2,1,5,0,1,1,2,FALSE,Superior,0.783289817,3643,no
5,57,M,N,3,23,only2,6,8,blue,red,5,1,5,0,6,0,3,1,2,FALSE,Superior,0.522193211,3520,no
5,57,M,N,3,24,only2,6,7,blue,green,3,1,4,1,5,0,4,0,1,FALSE,Superior,0.261096606,4083,no
5,57,M,N,3,25,only1,4,4,green,yellow,2,1,2,1,5,0,6,0,0,TRUE,Equal,99.73890339,2453,no
5,57,M,N,3,26,only1,5,7,red,yellow,4,0,1,0,6,1,1,1,2,FALSE,Superior,0.783289817,2513,no
5,57,M,N,3,27,only2,6,6,green,yellow,4,0,4,1,2,1,3,0,0,TRUE,Equal,99.47780679,3454,no
5,57,M,N,3,28,only2,5,8,blue,red,4,0,6,1,2,1,6,0,3,FALSE,Superior,0,3393,no
5,57,M,N,3,29,only1,6,9,green,black,3,1,4,1,2,1,2,0,3,FALSE,Superior,0.783289817,3392,no
5,57,M,N,3,30,only2,4,4,blue,black,1,1,1,1,2,1,1,0,0,TRUE,Equal,99.21671018,4464,no
5,57,M,N,3,31,only1,4,5,red,blue,3,0,2,1,1,1,2,1,1,FALSE,Superior,0.522193211,2700,no
5,57,M,N,3,32,only1,5,5,blue,red,4,0,1,1,4,1,6,0,0,TRUE,Equal,99.21671018,5759,no
5,57,M,N,3,33,only2,5,5,blue,black,2,1,2,1,2,0,1,1,0,TRUE,Equal,99.47780679,4095,no
5,57,M,N,3,34,only1,5,8,blue,green,4,1,1,0,5,0,4,1,3,FALSE,Superior,0.783289817,2289,no
5,57,M,N,3,35,only2,6,6,red,green,5,0,2,1,2,1,2,1,0,TRUE,Equal,99.21671018,7149,no
5,57,M,N,3,36,only1,6,8,blue,yellow,2,1,6,0,2,1,4,1,2,FALSE,Superior,0,3134,no
6,55,F,N,1,1,exactly,4,2,blue,black,1,0,3,0,2,0,2,1,-2,FALSE,Inferior,0,12363,no
6,55,F,N,1,2,no-more-than,6,6,red,green,2,0,6,0,1,1,5,1,0,TRUE,Equal,0,14794,no
6,55,F,N,1,3,exactly,4,6,red,green,6,0,2,1,4,0,4,1,2,?,Superior,0,13436,yes
6,55,F,N,1,4,no-more-than,4,2,blue,green,5,0,2,0,4,1,3,0,-2,TRUE,Inferior,100,6067,no
6,55,F,N,1,5,exactly,6,7,green,black,1,1,4,0,4,0,6,1,1,?,Superior,0.261096606,6337,yes
6,55,F,N,1,6,more-than,6,3,green,black,2,0,6,0,1,0,3,1,-3,FALSE,Inferior,0,4765,no
6,55,F,N,1,7,more-than,4,2,green,black,2,1,2,0,3,0,3,0,-2,FALSE,Inferior,0,4883,no
6,55,F,N,1,8,no-less-than,5,3,green,blue,1,1,6,0,2,0,5,0,-2,FALSE,Inferior,0,12073,no
6,55,F,N,1,9,exactly,5,6,red,yellow,5,1,2,0,4,0,1,1,1,?,Superior,0.261096606,4757,yes
6,55,F,N,1,10,less-than,6,7,red,black,2,1,1,1,3,0,4,1,1,FALSE,Superior,0,8323,no
6,55,F,N,1,11,no-less-than,4,1,red,black,6,1,5,0,5,0,6,0,-3,FALSE,Inferior,0,2865,no
6,55,F,N,1,12,no-more-than,5,2,blue,yellow,5,1,6,0,1,0,2,0,-3,TRUE,Inferior,99.21671018,3458,no
6,55,F,N,1,13,no-more-than,4,7,green,blue,3,1,2,1,2,1,5,0,3,FALSE,Superior,0,6629,no
6,55,F,N,1,14,no-more-than,6,8,blue,green,4,0,2,0,3,1,5,1,2,FALSE,Superior,0,3761,no
6,55,F,N,1,15,exactly,4,7,blue,yellow,3,1,3,1,1,1,4,0,3,?,Superior,0,2613,no
6,55,F,N,1,16,less-than,6,4,blue,yellow,4,0,1,0,3,0,3,1,-2,TRUE,Inferior,100,3521,no
6,55,F,N,1,17,exactly,6,9,blue,black,3,1,6,0,3,1,3,1,3,?,Superior,0,6836,no
6,55,F,N,1,18,exactly,6,6,blue,black,2,0,2,0,6,1,1,0,0,TRUE,Equal,100,3850,yes
6,55,F,N,1,19,less-than,4,4,red,black,1,1,3,1,4,0,4,0,0,FALSE,Equal,0,4301,no
6,55,F,N,1,20,exactly,5,5,red,yellow,2,1,3,0,1,1,2,1,0,TRUE,Equal,100,3156,no
6,55,F,N,1,21,no-less-than,5,5,blue,green,2,1,1,0,6,0,3,1,0,TRUE,Equal,100,18491,no
6,55,F,N,1,22,no-more-than,4,3,blue,red,6,0,4,1,5,0,1,0,-1,TRUE,Inferior,100,4411,no
6,55,F,N,1,23,no-less-than,4,5,green,blue,2,1,3,1,1,0,4,0,1,TRUE,Superior,100,15400,no
6,55,F,N,1,24,exactly,4,4,red,black,6,0,4,0,4,0,4,1,0,TRUE,Equal,100,2453,yes
6,55,F,N,1,25,more-than,6,5,green,yellow,2,0,1,1,3,0,3,0,-1,FALSE,Inferior,0,2933,no
6,55,F,N,1,26,no-more-than,4,1,green,blue,2,0,5,0,6,1,4,0,-3,TRUE,Inferior,0,4330,no
6,55,F,N,1,27,no-more-than,5,8,blue,green,2,0,3,1,3,1,2,1,3,FALSE,Superior,0,5194,no
6,55,F,N,1,28,no-less-than,6,6,green,yellow,6,0,2,1,4,1,3,0,0,TRUE,Equal,100,6421,no
6,55,F,N,1,29,more-than,5,4,blue,green,5,1,4,0,4,0,2,0,-1,FALSE,Inferior,0,8264,no
6,55,F,N,1,30,less-than,5,3,green,blue,2,1,1,0,3,0,2,0,-2,TRUE,Inferior,100,4026,no
6,55,F,N,1,31,exactly,5,2,red,black,3,0,3,0,4,1,1,0,-3,FALSE,Inferior,0,4678,no
6,55,F,N,1,32,no-more-than,4,5,red,black,3,1,2,1,5,0,4,0,1,FALSE,Superior,0,6043,no
6,55,F,N,1,33,no-more-than,5,3,blue,red,2,1,6,0,1,0,2,0,-2,TRUE,Inferior,100,8188,no
6,55,F,N,1,34,no-less-than,6,3,blue,red,4,0,2,0,3,1,4,0,-3,FALSE,Inferior,0.261096606,6163,no
6,55,F,N,1,35,less-than,5,4,red,yellow,4,1,1,0,2,0,1,0,-1,TRUE,Inferior,100,5417,no
6,55,F,N,1,36,exactly,4,3,red,black,3,0,4,1,6,0,1,0,-1,FALSE,Inferior,100,2875,no
6,55,F,N,1,37,more-than,4,7,red,yellow,2,1,2,1,3,1,6,0,3,TRUE,Superior,100,6490,no
6,55,F,N,1,38,exactly,4,5,blue,black,1,1,4,1,3,0,3,0,1,?,Superior,0,7734,yes
6,55,F,N,1,39,exactly,5,8,red,blue,3,1,2,0,1,0,5,1,3,?,Superior,0,4452,yes
6,55,F,N,1,40,less-than,6,6,red,yellow,6,0,2,0,1,1,5,1,0,FALSE,Equal,0,5377,no
6,55,F,N,1,41,exactly,6,5,red,blue,6,1,3,0,2,0,3,0,-1,FALSE,Inferior,100,9233,no
6,55,F,N,1,42,less-than,4,5,blue,yellow,2,1,1,0,1,1,2,1,1,FALSE,Superior,0,8773,no
6,55,F,N,1,43,exactly,5,6,red,green,4,0,5,0,3,1,3,1,1,?,Superior,0,3248,no
6,55,F,N,1,44,less-than,5,2,red,blue,1,0,3,1,4,0,4,0,-3,TRUE,Inferior,100,3925,no
6,55,F,N,1,45,no-less-than,5,7,blue,yellow,1,0,4,1,4,0,3,1,2,TRUE,Superior,100,12771,no
6,55,F,N,1,46,more-than,5,5,green,yellow,2,1,2,0,3,1,3,0,0,FALSE,Equal,0,5469,no
6,55,F,N,1,47,exactly,4,6,blue,black,3,1,4,0,3,0,3,1,2,?,Superior,0,3266,no
6,55,F,N,1,48,no-more-than,6,5,green,yellow,2,0,2,0,1,1,5,0,-1,TRUE,Inferior,100,6412,no
6,55,F,N,1,49,no-less-than,6,5,blue,red,2,1,2,0,3,0,5,0,-1,FALSE,Inferior,100,23930,no
6,55,F,N,1,50,less-than,5,5,red,black,1,1,2,1,3,0,2,1,0,FALSE,Equal,0,4817,no
6,55,F,N,1,51,less-than,6,5,blue,yellow,2,0,2,0,5,1,2,0,-1,TRUE,Inferior,100,5861,no
6,55,F,N,1,52,no-less-than,4,6,red,yellow,2,1,2,1,2,1,4,0,2,TRUE,Superior,100,22601,no
6,55,F,N,1,53,less-than,5,8,red,blue,1,1,4,0,3,1,4,1,3,FALSE,Superior,100,8075,no
6,55,F,N,1,54,more-than,5,8,red,black,3,1,3,1,6,0,2,1,3,TRUE,Superior,100,5684,no
6,55,F,N,1,55,more-than,6,8,green,black,3,1,2,0,5,1,4,0,2,TRUE,Superior,100,3105,no
6,55,F,N,1,56,no-more-than,4,4,green,blue,2,0,2,1,6,0,2,1,0,TRUE,Equal,98.69451697,7995,no
6,55,F,N,1,57,no-less-than,4,2,blue,green,4,0,3,1,4,0,4,0,-2,FALSE,Inferior,99.73890339,7386,no
6,55,F,N,1,58,more-than,4,5,blue,red,2,0,3,1,2,1,1,0,1,TRUE,Superior,100,6901,no
6,55,F,N,1,59,more-than,4,4,red,yellow,1,1,1,1,5,0,2,1,0,FALSE,Equal,1.044386423,4937,no
6,55,F,N,1,60,exactly,5,7,green,yellow,5,0,2,1,5,1,1,0,2,?,Superior,0,4125,yes
6,55,F,N,1,61,exactly,5,4,red,green,3,1,4,0,4,0,6,0,-1,FALSE,Inferior,0.783289817,7123,no
6,55,F,N,1,62,exactly,5,3,blue,red,6,0,4,0,5,0,5,1,-2,FALSE,Inferior,100,2685,no
6,55,F,N,1,63,more-than,4,1,blue,black,4,1,6,0,5,0,2,0,-3,FALSE,Inferior,0,3263,no
6,55,F,N,1,64,more-than,5,7,green,red,1,1,6,1,1,0,3,0,2,TRUE,Superior,100,3315,no
6,55,F,N,1,65,exactly,6,4,blue,yellow,2,0,1,0,2,0,3,1,-2,FALSE,Inferior,0,3324,no
6,55,F,N,1,66,exactly,4,7,green,blue,4,0,3,1,4,1,5,0,3,?,Superior,0,2885,yes
6,55,F,N,1,67,more-than,5,3,blue,yellow,4,0,1,0,3,0,6,1,-2,FALSE,Inferior,100,3201,no
6,55,F,N,1,68,exactly,6,8,green,red,6,1,2,1,2,0,1,0,2,?,Superior,0,2812,yes
6,55,F,N,1,69,no-more-than,5,6,red,yellow,3,0,3,1,3,1,1,0,1,FALSE,Superior,0,5700,no
6,55,F,N,1,70,no-less-than,6,4,blue,green,6,1,6,0,1,0,4,0,-2,FALSE,Inferior,100,4602,no
6,55,F,N,1,71,exactly,4,4,green,red,1,1,2,1,3,0,1,1,0,TRUE,Equal,100,5084,no
6,55,F,N,1,72,less-than,6,3,green,black,6,0,1,1,4,0,2,0,-3,TRUE,Inferior,100,3512,no
6,55,F,N,1,73,no-less-than,5,8,red,black,1,0,2,1,6,1,6,0,3,TRUE,Superior,100,14932,no
6,55,F,N,1,74,no-less-than,6,8,green,red,5,0,3,0,4,1,4,1,2,TRUE,Superior,100,5355,no
6,55,F,N,1,75,exactly,6,3,blue,red,4,0,6,1,4,0,5,0,-3,FALSE,Inferior,100,3115,no
6,55,F,N,1,76,exactly,5,7,red,blue,6,0,3,1,4,1,5,0,2,?,Superior,0,2930,no
6,55,F,N,1,77,more-than,5,2,red,yellow,2,0,3,1,4,0,6,0,-3,FALSE,Inferior,0,4172,no
6,55,F,N,1,78,less-than,5,6,green,blue,2,1,1,0,2,1,2,1,1,FALSE,Superior,0,4275,no
6,55,F,N,1,79,less-than,4,3,green,red,6,0,1,0,2,0,5,1,-1,TRUE,Inferior,0,4380,no
6,55,F,N,1,80,less-than,6,8,green,red,3,1,3,1,2,1,3,0,2,FALSE,Superior,0,6268,no
6,55,F,N,1,81,exactly,5,5,green,blue,2,0,1,0,5,1,5,0,0,TRUE,Equal,100,2511,yes
6,55,F,N,1,82,no-less-than,4,7,red,yellow,1,1,3,1,3,1,6,0,3,TRUE,Superior,100,6422,no
6,55,F,N,1,83,less-than,4,6,blue,red,2,1,2,1,2,1,2,0,2,FALSE,Superior,0,4216,no
6,55,F,N,1,84,less-than,6,9,blue,yellow,2,0,4,0,4,1,5,1,3,FALSE,Superior,0,3324,no
6,55,F,N,1,85,no-less-than,4,4,green,red,2,1,5,0,1,1,1,1,0,TRUE,Equal,100,8043,no
6,55,F,N,1,86,less-than,4,2,blue,black,4,1,6,0,4,0,3,0,-2,TRUE,Inferior,0,4059,no
6,55,F,N,1,87,no-more-than,6,9,red,yellow,6,0,2,1,3,1,4,1,3,FALSE,Superior,0,5797,no
6,55,F,N,1,88,exactly,6,8,red,yellow,3,1,2,0,4,1,1,1,2,?,Superior,0,3369,no
6,55,F,N,1,89,no-more-than,5,7,blue,yellow,2,0,4,1,6,0,3,1,2,FALSE,Superior,0,5109,no
6,55,F,N,1,90,more-than,6,7,red,yellow,5,1,5,0,1,0,2,1,1,TRUE,Superior,100,3634,no
6,55,F,N,1,91,no-more-than,6,3,blue,green,6,0,6,0,2,1,1,0,-3,TRUE,Inferior,100,8331,no
6,55,F,N,1,92,more-than,4,6,blue,yellow,3,1,2,1,3,0,1,1,2,TRUE,Superior,100,4553,no
6,55,F,N,1,93,less-than,4,7,red,blue,2,1,3,1,5,0,2,1,3,FALSE,Superior,0,3740,no
6,55,F,N,1,94,exactly,5,8,green,blue,3,1,2,1,3,1,6,0,3,?,Superior,0,3011,no
6,55,F,N,1,95,no-less-than,6,7,red,blue,1,1,4,1,6,0,2,1,1,TRUE,Superior,100,7492,no
6,55,F,N,1,96,no-more-than,6,4,red,black,1,0,4,1,5,0,6,0,-2,TRUE,Inferior,100,5336,no
6,55,F,N,1,97,exactly,4,1,blue,red,4,0,5,1,2,0,1,0,-3,FALSE,Inferior,0,2620,no
6,55,F,N,1,98,exactly,4,5,red,yellow,2,1,2,0,1,1,2,1,1,?,Superior,0.261096606,2867,no
6,55,F,N,1,99,less-than,4,1,blue,red,4,0,2,0,4,0,4,1,-3,TRUE,Inferior,0,3465,no
6,55,F,N,1,100,exactly,6,6,green,black,4,1,1,0,5,0,2,1,0,TRUE,Equal,100,3254,no
6,55,F,N,1,101,no-less-than,6,9,green,black,4,1,5,1,6,0,1,0,3,TRUE,Superior,100,4912,no
6,55,F,N,1,102,more-than,4,3,green,yellow,1,0,5,1,5,0,5,0,-1,FALSE,Inferior,100,3803,no
6,55,F,N,1,103,no-more-than,5,5,red,yellow,5,0,2,1,3,1,6,0,0,TRUE,Equal,100,4563,no
6,55,F,N,1,104,exactly,5,5,blue,black,1,1,3,1,1,0,1,1,0,TRUE,Equal,100,3196,no
6,55,F,N,1,105,exactly,6,7,blue,black,5,1,6,0,2,1,3,0,1,?,Superior,0,3500,no
6,55,F,N,1,106,more-than,6,9,blue,yellow,3,1,5,0,3,1,3,1,3,TRUE,Superior,100,9777,no
6,55,F,N,1,107,more-than,5,6,blue,green,3,1,4,0,2,1,1,1,1,TRUE,Superior,100,4398,no
6,55,F,N,1,108,no-more-than,6,7,green,yellow,5,1,2,0,2,1,1,0,1,FALSE,Superior,0,8265,no
6,55,F,N,1,109,no-more-than,5,4,green,red,4,0,5,1,3,0,3,0,-1,TRUE,Inferior,100,4076,no
6,55,F,N,1,110,less-than,5,7,green,yellow,4,1,1,0,3,1,6,0,2,FALSE,Superior,0,3323,no
6,55,F,N,1,111,no-less-than,5,4,blue,yellow,5,1,2,0,4,0,2,0,-1,FALSE,Inferior,100,6083,no
6,55,F,N,1,112,no-less-than,5,2,green,blue,3,0,2,0,6,1,5,0,-3,FALSE,Inferior,0,2620,no
6,55,F,N,1,113,no-less-than,5,6,blue,green,3,1,1,1,2,1,2,0,1,TRUE,Superior,0,5195,no
6,55,F,N,1,114,more-than,6,4,green,blue,5,0,2,1,6,0,6,0,-2,FALSE,Inferior,0,3497,no
6,55,F,N,1,115,exactly,6,9,green,yellow,3,1,5,0,6,1,5,0,3,?,Superior,0,2477,yes
6,55,F,N,1,116,exactly,6,6,red,green,1,1,6,0,3,0,5,1,0,TRUE,Equal,99.73890339,2698,no
6,55,F,N,1,117,no-more-than,4,6,blue,black,2,1,2,0,1,1,3,1,2,FALSE,Superior,0,4401,no
6,55,F,N,1,118,more-than,6,6,blue,green,2,0,6,0,3,1,3,1,0,FALSE,Equal,0,5821,no
6,55,F,N,1,119,no-less-than,4,3,green,black,4,0,4,0,6,0,3,1,-1,FALSE,Inferior,0,16906,no
6,55,F,N,1,120,exactly,4,4,green,black,1,1,3,1,2,0,2,0,0,TRUE,Equal,100,3826,no
6,55,F,N,2,1,no-more-than,6,9,blue,green,4,1,2,1,3,1,1,0,3,FALSE,Superior,0,8010,no
6,55,F,N,2,2,exactly,5,7,green,blue,2,1,1,0,2,0,5,1,2,?,Superior,0,3587,yes
6,55,F,N,2,3,no-more-than,5,4,red,black,4,0,1,0,4,0,6,1,-1,TRUE,Inferior,0,5434,no
6,55,F,N,2,4,more-than,5,4,blue,yellow,3,0,5,1,2,0,2,0,-1,FALSE,Inferior,0,3979,no
6,55,F,N,2,5,no-less-than,6,5,green,red,1,0,2,0,6,1,2,0,-1,FALSE,Inferior,100,6533,no
6,55,F,N,2,6,no-more-than,5,6,red,yellow,1,1,2,1,3,1,1,0,1,FALSE,Superior,0,5258,no
6,55,F,N,2,7,exactly,4,6,green,yellow,2,0,2,0,3,1,3,1,2,?,Superior,0,3067,no
6,55,F,N,2,8,no-less-than,5,6,blue,black,2,1,1,1,2,0,3,1,1,TRUE,Superior,100,17627,no
6,55,F,N,2,9,no-more-than,4,5,red,green,2,1,1,1,2,0,2,1,1,FALSE,Superior,0,9930,no
6,55,F,N,2,10,less-than,5,7,red,blue,4,1,2,1,1,1,6,0,2,FALSE,Superior,0,4349,no
6,55,F,N,2,11,more-than,5,5,green,yellow,1,1,4,0,1,1,3,1,0,FALSE,Equal,0,3978,no
6,55,F,N,2,12,no-less-than,4,7,blue,red,3,1,2,1,3,0,2,1,3,TRUE,Superior,0,26915,no
6,55,F,N,2,13,less-than,6,6,green,black,3,0,2,1,4,1,3,0,0,FALSE,Equal,0,5129,no
6,55,F,N,2,14,no-more-than,4,7,red,black,5,0,2,1,3,1,2,1,3,FALSE,Superior,0,8364,no
6,55,F,N,2,15,no-more-than,6,7,blue,green,3,1,4,0,3,1,1,1,1,FALSE,Superior,0,6612,no
6,55,F,N,2,16,less-than,4,1,green,blue,5,0,5,1,1,0,1,0,-3,TRUE,Inferior,0,5753,no
6,55,F,N,2,17,no-more-than,4,6,green,red,3,1,1,1,4,0,2,1,2,FALSE,Superior,0,4503,no
6,55,F,N,2,18,no-more-than,5,5,blue,red,1,1,3,0,1,1,3,1,0,TRUE,Equal,100,11657,no
6,55,F,N,2,19,exactly,6,7,red,blue,3,1,1,1,6,0,3,1,1,?,Superior,0,3755,no
6,55,F,N,2,20,more-than,5,2,blue,black,2,0,1,0,3,1,1,0,-3,FALSE,Inferior,0,3819,no
6,55,F,N,2,21,less-than,4,3,red,green,4,0,5,0,5,1,1,0,-1,TRUE,Inferior,0,9504,no
6,55,F,N,2,22,no-more-than,4,4,red,blue,1,1,2,1,3,0,1,1,0,TRUE,Equal,100,7252,no
6,55,F,N,2,23,less-than,4,4,red,green,1,1,1,1,2,1,3,0,0,FALSE,Equal,0,6099,no
6,55,F,N,2,24,no-less-than,5,4,green,red,4,0,6,0,3,1,6,0,-1,FALSE,Inferior,0,12995,no
6,55,F,N,2,25,exactly,5,2,blue,black,4,0,4,1,1,0,2,0,-3,FALSE,Inferior,0,4498,no
6,55,F,N,2,26,exactly,6,4,green,blue,2,1,5,0,3,0,5,0,-2,FALSE,Inferior,0,4830,no
6,55,F,N,2,27,less-than,5,2,red,blue,2,0,6,1,4,0,6,0,-3,TRUE,Inferior,0,3497,no
6,55,F,N,2,28,less-than,5,8,green,yellow,3,1,2,1,3,0,3,1,3,FALSE,Superior,0,3130,no
6,55,F,N,2,29,no-more-than,6,6,blue,black,1,1,3,0,4,1,1,1,0,TRUE,Equal,100,5172,no
6,55,F,N,2,30,exactly,6,9,blue,green,3,0,5,1,2,1,2,1,3,?,Superior,0,5533,no
6,55,F,N,2,31,no-less-than,4,3,blue,green,1,0,6,0,6,0,1,1,-1,FALSE,Inferior,0,12402,no
6,55,F,N,2,32,no-less-than,4,2,blue,red,4,1,6,0,6,0,5,0,-2,FALSE,Inferior,100,7394,no
6,55,F,N,2,33,more-than,6,8,red,green,4,1,4,1,3,0,3,0,2,TRUE,Superior,100,5619,no
6,55,F,N,2,34,no-more-than,5,3,blue,red,4,0,4,1,5,0,6,0,-2,TRUE,Inferior,100,10574,no
6,55,F,N,2,35,exactly,6,6,green,red,2,1,3,0,4,1,1,0,0,TRUE,Equal,100,3820,no
6,55,F,N,2,36,exactly,6,7,red,black,3,0,1,1,3,0,6,1,1,?,Superior,0,3536,yes
6,55,F,N,2,37,exactly,4,1,blue,black,4,0,1,0,4,1,6,0,-3,FALSE,Inferior,0,3299,no
