Sujet Age Gender Blind Block Essai Structure Numeral Group Colored_dots Couleur_cible Couleur_filler Nombre_caseN Couleurcible_caseN Nombre_caseS Couleurcible_caseS Nombre_caseE Couleurcible_caseE Nombre_caseO Couleurcible_caseO Distance Expected_value Condition Response Response_time
5 57 M N 1 1 exactly 5 NA 7 red green 4 1 3 1 3 0 3 0 2 ? Superior 57.4412532637 7294
5 57 M N 1 2 exactly 5 A 5 green red 6 0 3 0 5 0 5 1 0 TRUE Equal 98.955613577 6972
5 57 M N 1 3 less-than 6 NA 6 red blue 5 1 2 0 1 1 2 0 0 FALSE Equal 77.8067885117 5565
5 57 M N 1 4 less-than 4 NA 3 green red 5 0 5 1 5 0 2 0 -1 TRUE Inferior 67.6240208877 4616
5 57 M N 1 5 exactly 6 A 9 blue yellow 2 0 6 1 3 1 2 0 3 ? Superior 13.8381201044 9271
5 57 M N 1 6 exactly 4 NA 2 green red 5 0 1 1 5 0 5 0 -2 FALSE Inferior 0.261096605744 4599
5 57 M N 1 7 no-more-than 5 NA 7 blue yellow 4 1 2 0 6 0 3 1 2 FALSE Superior 0.261096605744 5804
5 57 M N 1 8 exactly 6 NA 7 green red 2 1 4 1 1 1 5 0 1 ? Superior 0.783289817232 8306
5 57 M N 1 9 no-more-than 6 NA 3 blue yellow 1 1 5 0 5 0 4 0 -3 TRUE Inferior 2.08877284595 8415
5 57 M N 1 10 exactly 5 NA 4 red green 5 1 4 0 2 0 1 0 -1 FALSE Inferior 98.4334203655 3754
5 57 M N 1 11 no-less-than 4 NA 6 red yellow 3 0 1 1 2 1 3 1 2 TRUE Superior 1.30548302872 7127
5 57 M N 1 12 less-than 5 NA 8 green red 2 1 5 0 6 1 6 0 3 FALSE Superior 1.56657963446 6309
5 57 M N 1 13 less-than 6 NA 5 blue black 2 0 2 0 1 1 4 0 -1 TRUE Inferior 51.6971279373 8521
5 57 M N 1 14 exactly 5 NA 5 blue black 6 0 4 1 5 0 1 1 0 TRUE Equal 98.955613577 4151
5 57 M N 1 15 no-less-than 5 NA 7 red yellow 2 1 3 1 2 0 2 1 2 TRUE Superior 13.8381201044 21178
5 57 M N 1 16 exactly 5 NA 2 blue red 6 0 3 0 1 1 5 0 -3 FALSE Inferior 1.56657963446 3756
5 57 M N 1 17 exactly 6 NA 6 green yellow 1 1 5 0 6 0 5 1 0 TRUE Equal 98.955613577 3192
5 57 M N 1 18 exactly 4 A 5 red black 1 1 4 1 2 0 6 0 1 ? Superior 0.261096605744 3787
5 57 M N 1 19 no-less-than 6 NA 9 blue red 5 0 5 1 4 1 4 0 3 TRUE Superior 1.04438642298 7180
5 57 M N 1 20 less-than 5 NA 3 red yellow 4 0 5 1 6 0 5 0 -2 TRUE Inferior 1.56657963446 6612
5 57 M N 1 21 more-than 6 NA 4 green blue 2 0 2 1 5 0 6 0 -2 FALSE Inferior 1.30548302872 4753
5 57 M N 1 22 no-more-than 6 NA 8 green red 1 1 1 0 3 1 4 1 2 FALSE Superior 1.30548302872 9061
5 57 M N 1 23 less-than 6 NA 8 green blue 6 0 3 1 2 1 3 1 2 FALSE Superior 1.30548302872 6654
5 57 M N 1 24 no-less-than 4 NA 2 blue black 5 0 5 0 1 0 2 1 -2 FALSE Inferior 0.783289817232 5552
5 57 M N 1 25 no-less-than 5 NA 2 blue green 2 0 4 0 3 1 1 0 -3 FALSE Inferior 2.3498694517 7457
5 57 M N 1 26 more-than 5 NA 8 green blue 3 1 5 0 1 1 4 1 3 TRUE Superior 78.590078329 4814
5 57 M N 1 27 more-than 6 NA 6 green black 6 0 4 1 1 1 1 1 0 FALSE Equal 11.7493472585 6613
5 57 M N 1 28 no-more-than 6 NA 7 blue black 5 0 5 1 2 1 4 0 1 FALSE Superior 4.17754569191 11768
5 57 M N 1 29 less-than 6 NA 4 blue red 4 0 5 0 2 1 5 0 -2 TRUE Inferior 83.8120104439 5807
5 57 M N 1 30 more-than 4 NA 5 red blue 1 1 1 1 5 0 3 1 1 TRUE Superior 87.9895561358 4244
5 57 M N 1 31 exactly 6 NA 4 green yellow 3 0 4 0 4 0 2 1 -2 FALSE Inferior 2.87206266319 2718
5 57 M N 1 32 no-less-than 6 NA 8 blue black 4 1 4 1 1 0 5 0 2 TRUE Superior 63.7075718016 7497
5 57 M N 1 33 exactly 5 A 6 blue yellow 4 0 5 1 2 0 1 1 1 ? Superior 2.08877284595 4037
5 57 M N 1 34 less-than 4 NA 7 red yellow 4 0 3 1 1 1 3 1 3 FALSE Superior 4.43864229765 6762
5 57 M N 1 35 more-than 4 NA 2 green blue 4 0 1 1 5 0 1 0 -2 FALSE Inferior 2.87206266319 3829
5 57 M N 1 36 no-less-than 4 NA 4 green black 1 1 4 0 3 1 6 0 0 TRUE Equal 89.0339425587 10712
5 57 M N 1 37 exactly 6 NA 9 green yellow 5 1 2 0 2 1 2 1 3 ? Superior 1.04438642298 3799
5 57 M N 1 38 more-than 6 NA 3 green yellow 1 0 2 1 3 0 1 0 -3 FALSE Inferior 1.56657963446 5158
5 57 M N 1 39 no-less-than 6 NA 5 green black 1 0 4 0 2 1 1 0 -1 FALSE Inferior 0 9021
5 57 M N 1 40 less-than 5 NA 4 red green 1 1 5 0 1 0 6 0 -1 TRUE Inferior 84.8563968668 9038
5 57 M N 1 41 no-more-than 5 NA 2 green red 5 0 1 0 1 1 1 0 -3 TRUE Inferior 2.61096605744 6982
5 57 M N 1 42 no-more-than 5 NA 6 green black 1 1 1 1 2 0 4 1 1 FALSE Superior 0.261096605744 6367
5 57 M N 1 43 no-more-than 6 NA 4 green red 1 1 2 0 6 0 1 0 -2 TRUE Inferior 1.04438642298 5322
5 57 M N 1 44 less-than 4 NA 6 blue green 6 0 3 1 2 0 3 1 2 FALSE Superior 1.82767624021 4171
5 57 M N 1 45 no-less-than 5 NA 3 green red 1 1 6 0 6 0 1 0 -2 FALSE Inferior 89.817232376 6320
5 57 M N 1 46 no-less-than 6 NA 6 blue yellow 2 1 2 1 6 0 2 1 0 TRUE Equal 93.2114882507 6617
5 57 M N 1 47 exactly 4 NA 5 red yellow 5 0 2 1 5 0 3 1 1 ? Superior 1.82767624021 3089
5 57 M N 1 48 no-less-than 5 NA 4 blue red 1 0 1 1 4 0 6 0 -1 FALSE Inferior 2.87206266319 6224
5 57 M N 1 49 more-than 4 NA 4 green yellow 3 0 3 1 4 0 1 1 0 FALSE Equal 1.82767624021 4585
5 57 M N 1 50 no-less-than 5 NA 8 blue black 4 1 1 0 3 1 1 1 3 TRUE Superior 89.0339425587 13318
5 57 M N 1 51 no-less-than 5 NA 6 green black 3 0 3 1 2 0 3 1 1 TRUE Superior 83.8120104439 7831
5 57 M N 1 52 exactly 5 NA 8 green black 2 1 5 0 6 1 2 0 3 ? Superior 2.87206266319 3083
5 57 M N 1 53 exactly 4 A 4 blue green 3 0 4 0 4 1 6 0 0 TRUE Equal 98.4334203655 4093
5 57 M N 1 54 no-less-than 4 NA 7 blue black 2 1 5 0 2 1 3 1 3 TRUE Superior 95.3002610966 9211
5 57 M N 1 55 no-less-than 5 NA 5 red yellow 2 1 2 1 1 1 5 0 0 TRUE Equal 94.7780678851 6004
5 57 M N 1 56 exactly 5 NA 5 green blue 2 1 2 1 1 1 3 0 0 TRUE Equal 98.4334203655 4215
5 57 M N 1 57 no-more-than 6 NA 5 red green 4 0 2 1 6 0 1 0 -1 TRUE Inferior 2.08877284595 5730
5 57 M N 1 58 less-than 5 NA 6 red green 3 1 2 1 1 1 1 0 1 FALSE Superior 2.08877284595 6058
5 57 M N 1 59 more-than 4 NA 7 blue red 2 1 3 1 2 1 3 0 3 TRUE Superior 96.8668407311 6429
5 57 M N 1 60 no-more-than 5 NA 8 red yellow 3 1 1 1 4 1 4 0 3 FALSE Superior 1.56657963446 4336
5 57 M N 1 61 exactly 6 A 6 red yellow 5 0 1 0 2 0 6 1 0 TRUE Equal 99.2167101828 2746
5 57 M N 1 62 exactly 4 NA 4 blue black 2 1 6 0 5 0 2 1 0 TRUE Equal 98.955613577 3626
5 57 M N 1 63 no-more-than 4 NA 4 green black 4 0 3 1 1 1 2 0 0 TRUE Equal 98.1723237598 9981
5 57 M N 1 64 no-less-than 4 NA 1 red blue 2 0 6 0 5 0 1 1 -3 FALSE Inferior 1.56657963446 5216
5 57 M N 1 65 more-than 4 NA 6 blue yellow 2 1 2 1 2 1 2 0 2 TRUE Superior 98.955613577 3597
5 57 M N 1 66 no-more-than 4 NA 7 green black 2 1 2 1 3 1 6 0 3 FALSE Superior 1.30548302872 7001
5 57 M N 1 67 more-than 5 NA 3 red green 1 0 3 0 6 1 6 0 -2 FALSE Inferior 93.2114882507 4544
5 57 M N 1 68 no-more-than 4 NA 1 blue green 4 1 4 0 5 0 6 0 -3 TRUE Inferior 93.9947780679 9965
5 57 M N 1 69 exactly 4 A 7 red green 3 0 4 1 3 1 2 0 3 ? Superior 2.3498694517 2883
5 57 M N 1 70 no-more-than 5 NA 3 green red 4 1 3 0 2 0 3 0 -2 TRUE Inferior 2.08877284595 9481
5 57 M N 1 71 less-than 4 NA 4 blue red 2 1 6 0 2 1 1 0 0 FALSE Equal 3.65535248042 5031
5 57 M N 1 72 more-than 4 NA 3 blue yellow 1 1 6 0 5 0 5 0 -1 FALSE Inferior 0.522193211488 4925
5 57 M N 1 73 exactly 6 NA 3 green blue 4 0 4 0 6 1 1 0 -3 FALSE Inferior 98.955613577 3610
5 57 M N 1 74 exactly 5 NA 3 blue yellow 2 0 6 1 3 0 3 0 -2 FALSE Inferior 1.30548302872 7106
5 57 M N 1 75 no-more-than 6 NA 6 blue black 1 1 6 0 5 0 5 1 0 TRUE Equal 97.3890339426 4889
5 57 M N 1 76 more-than 5 NA 7 green yellow 3 0 4 0 1 1 6 1 2 TRUE Superior 91.6449086162 4671
5 57 M N 1 77 more-than 6 NA 5 red black 6 1 3 0 5 0 2 0 -1 FALSE Inferior 6.00522193211 9520
5 57 M N 1 78 no-more-than 4 NA 5 red black 1 1 3 1 2 0 1 1 1 FALSE Superior 94.2558746736 3060
5 57 M N 1 79 exactly 6 NA 8 blue red 2 0 2 1 3 1 3 1 2 ? Superior 3.13315926893 2805
5 57 M N 1 80 less-than 6 NA 3 blue black 4 0 5 1 2 0 4 0 -3 TRUE Inferior 96.8668407311 3845
5 57 M N 1 81 exactly 6 A 7 green blue 1 0 6 1 1 0 1 1 1 ? Superior 4.43864229765 2971
5 57 M N 1 82 less-than 4 NA 5 blue red 3 1 1 1 1 1 5 0 1 FALSE Superior 3.65535248042 5942
5 57 M N 1 83 less-than 6 NA 9 red green 2 0 3 0 5 1 4 1 3 FALSE Superior 3.39425587467 4137
5 57 M N 1 84 less-than 4 NA 2 blue yellow 5 0 3 0 1 0 5 1 -2 TRUE Inferior 3.65535248042 3758
5 57 M N 1 85 less-than 5 NA 2 blue black 1 0 2 0 4 0 5 1 -3 TRUE Inferior 3.91644908616 4516
5 57 M N 1 86 no-more-than 6 NA 9 blue red 5 1 2 0 2 1 2 1 3 FALSE Superior 5.48302872063 8147
5 57 M N 1 87 no-less-than 4 NA 5 red blue 3 0 2 1 3 1 2 0 1 TRUE Superior 4.96083550914 4693
5 57 M N 1 88 no-less-than 4 NA 3 green red 2 1 1 0 1 0 2 0 -1 FALSE Inferior 2.87206266319 5984
5 57 M N 1 89 no-more-than 4 NA 2 blue green 2 0 4 0 2 1 4 0 -2 TRUE Inferior 6.78851174935 6600
5 57 M N 1 90 exactly 5 A 8 red green 1 0 3 1 3 0 5 1 3 ? Superior 3.65535248042 3432
5 57 M N 1 91 exactly 4 A 6 red black 3 0 2 1 4 1 5 0 2 ? Superior 0.261096605744 6778
5 57 M N 1 92 exactly 6 NA 5 green yellow 5 0 5 0 5 0 6 1 -1 FALSE Inferior 99.4778067885 3401
5 57 M N 1 93 no-less-than 6 NA 4 blue yellow 2 0 4 1 5 0 4 0 -2 FALSE Inferior 7.57180156658 4970
5 57 M N 1 94 more-than 6 NA 8 blue yellow 3 1 3 1 4 0 2 1 2 TRUE Superior 90.861618799 2972
5 57 M N 1 95 more-than 5 NA 2 red yellow 3 0 1 0 1 1 6 0 -3 FALSE Inferior 0 3862
5 57 M N 1 96 no-less-than 6 NA 3 blue yellow 6 0 3 0 6 1 6 0 -3 FALSE Inferior 95.8224543081 5520
5 57 M N 1 97 more-than 6 NA 7 blue green 4 1 3 0 5 0 3 1 1 TRUE Superior 98.955613577 4085
5 57 M N 1 98 more-than 4 NA 1 green red 5 0 4 0 4 1 3 0 -3 FALSE Inferior 8.61618798956 3872
5 57 M N 1 99 more-than 5 NA 6 green black 3 1 6 0 1 1 2 1 1 TRUE Superior 98.955613577 5927
